,index,country_region_code,country_region,adm1,adm2,metro_area,iso_3166_2_code,census_fips_code,place_id,date_heat,retail_rec_heat,grocery_pharm_heat,parks_heat,transit_heat,workplaces_heat,residential_heat,location,control_day,thi_heat,datetime_heat,heat_ID,date_control,retail_rec_control,grocery_pharm_control,parks_control,transit_control,workplaces_control,residential_control,retail_rec_difference,grocery_pharm_difference,parks_difference,transit_difference,workplaces_difference,residential_difference,day_of_week,weekend,datetime_control,thi_control,temp_diff,datetime,Heat Wave Duration,dur_ranking,stage,month,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popden_dec,over60_dec,elev_1500m,time_x,rain_standard_control,time_y,rain_standard_heat
1399,1407,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-14,,,,,108.0,,"Damaturu, Yobe",2022-03-31,39.13748205275766,2022-04-14,20c6132a-c86d-4315-acaa-6e06476f8a33,2022-03-31,,,,,117.0,,,,,,-9.0,,3,0,2022-03-31,33.93699039542489,5.200491657332769,2022-04-14,9.0,0.7373572593800979,9.0,3,1.0,True,382.36951088896825,0,1,4,3,0,2022-03-31,8.791208791208792,2022-04-14,97.25274725274726
1401,1409,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-08,,,,,125.0,,"Damaturu, Yobe",2022-03-25,39.57481759691999,2022-04-08,20c6132a-c86d-4315-acaa-6e06476f8a33,2022-03-25,,,,,127.0,,,,,,-2.0,,4,0,2022-03-25,32.61420853838092,6.96060905853907,2022-04-08,9.0,0.7373572593800979,3.0,3,0.3333333333333333,True,382.36951088896825,0,1,4,3,0,2022-03-25,90.65934065934066,2022-04-08,8.791208791208792
1404,1412,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-09,,,,,128.0,,"Damaturu, Yobe",2022-03-26,38.3665667337085,2022-04-09,20c6132a-c86d-4315-acaa-6e06476f8a33,2022-03-26,,,,,135.0,,,,,,-7.0,,5,1,2022-03-26,32.09818142557905,6.268385308129453,2022-04-09,9.0,0.7373572593800979,4.0,3,0.4444444444444444,True,382.36951088896825,0,1,4,3,0,2022-03-26,18.13186813186813,2022-04-09,8.791208791208792
1408,1416,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-10,,,,,127.0,,"Damaturu, Yobe",2022-03-27,38.497433132595525,2022-04-10,20c6132a-c86d-4315-acaa-6e06476f8a33,2022-03-27,,,,,131.0,,,,,,-4.0,,6,1,2022-03-27,31.44054582383901,7.056887308756515,2022-04-10,9.0,0.7373572593800979,5.0,3,0.5555555555555556,True,382.36951088896825,0,1,4,3,0,2022-03-27,26.64835164835165,2022-04-10,99.45054945054946
1411,1419,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-11,,,,,104.0,,"Damaturu, Yobe",2022-03-28,38.76029193212119,2022-04-11,20c6132a-c86d-4315-acaa-6e06476f8a33,2022-03-28,,,,,118.0,,,,,,-14.0,,0,0,2022-03-28,30.639372066846004,8.120919865275187,2022-04-11,9.0,0.7373572593800979,6.0,3,0.6666666666666666,True,382.36951088896825,0,1,4,3,0,2022-03-28,70.87912087912088,2022-04-11,58.24175824175825
1413,1421,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-12,,,,,106.0,,"Damaturu, Yobe",2022-03-29,39.05471947079617,2022-04-12,20c6132a-c86d-4315-acaa-6e06476f8a33,2022-03-29,,,,,125.0,,,,,,-19.0,,1,0,2022-03-29,30.95581563313805,8.09890383765812,2022-04-12,9.0,0.7373572593800979,7.0,3,0.7777777777777778,True,382.36951088896825,0,1,4,3,0,2022-03-29,49.72527472527473,2022-04-12,98.9010989010989
1405,1413,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-16,,,,,115.0,,"Damaturu, Yobe",2022-03-26,38.67542654370508,2022-04-16,4b12c3a8-5f54-47c7-828d-60578eb176d0,2022-03-26,,,,,135.0,,,,,,-20.0,,5,1,2022-03-26,32.09818142557905,6.577245118126029,2022-04-16,2.0,0.10054377379010332,1.0,3,0.5,False,382.36951088896825,0,1,4,3,0,2022-03-26,18.13186813186813,2022-04-16,96.7032967032967
1409,1417,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-17,,,,,119.0,,"Damaturu, Yobe",2022-03-27,38.75248597160222,2022-04-17,4b12c3a8-5f54-47c7-828d-60578eb176d0,2022-03-27,,,,,131.0,,,,,,-12.0,,6,1,2022-03-27,31.44054582383901,7.3119401477632096,2022-04-17,2.0,0.10054377379010332,2.0,3,1.0,False,382.36951088896825,0,1,4,3,0,2022-03-27,26.64835164835165,2022-04-17,89.01098901098901
1397,1405,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-27,,,,,87.0,,"Damaturu, Yobe",2022-03-30,37.42571108805996,2022-04-27,6b3a27d9-f3d6-46ce-bfd6-61689ef2168b,2022-03-30,,,,,120.0,,,,,,-33.0,,2,0,2022-03-30,32.77141292322254,4.654298164837421,2022-04-27,9.0,0.7373572593800979,6.0,3,0.6666666666666666,True,382.36951088896825,0,1,4,3,0,2022-03-30,8.791208791208792,2022-04-27,69.23076923076923
1400,1408,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-28,,,,,94.0,,"Damaturu, Yobe",2022-03-31,38.54410165453718,2022-04-28,6b3a27d9-f3d6-46ce-bfd6-61689ef2168b,2022-03-31,,,,,117.0,,,,,,-23.0,,3,0,2022-03-31,33.93699039542489,4.607111259112287,2022-04-28,9.0,0.7373572593800979,7.0,3,0.7777777777777778,True,382.36951088896825,0,1,4,3,0,2022-03-31,8.791208791208792,2022-04-28,100.0
1402,1410,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-22,,,,,121.0,,"Damaturu, Yobe",2022-03-25,37.4913239252,2022-04-22,6b3a27d9-f3d6-46ce-bfd6-61689ef2168b,2022-03-25,,,,,127.0,,,,,,-6.0,,4,0,2022-03-25,32.61420853838092,4.877115386819078,2022-04-22,9.0,0.7373572593800979,1.0,3,0.1111111111111111,True,382.36951088896825,0,1,4,3,0,2022-03-25,90.65934065934066,2022-04-22,56.043956043956044
1403,1411,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-29,,,,,75.0,,"Damaturu, Yobe",2022-03-25,37.76482851543128,2022-04-29,6b3a27d9-f3d6-46ce-bfd6-61689ef2168b,2022-03-25,,,,,127.0,,,,,,-52.0,,4,0,2022-03-25,32.61420853838092,5.150619977050361,2022-04-29,9.0,0.7373572593800979,8.0,3,0.8888888888888888,True,382.36951088896825,0,1,4,3,0,2022-03-25,90.65934065934066,2022-04-29,98.35164835164835
1406,1414,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-23,,,,,145.0,,"Damaturu, Yobe",2022-03-26,38.69929543199249,2022-04-23,6b3a27d9-f3d6-46ce-bfd6-61689ef2168b,2022-03-26,,,,,135.0,,,,,,10.0,,5,1,2022-03-26,32.09818142557905,6.6011140064134395,2022-04-23,9.0,0.7373572593800979,2.0,3,0.2222222222222222,True,382.36951088896825,0,1,4,3,0,2022-03-26,18.13186813186813,2022-04-23,38.46153846153847
1407,1415,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-30,,,,,85.0,,"Damaturu, Yobe",2022-03-26,39.38444361611023,2022-04-30,6b3a27d9-f3d6-46ce-bfd6-61689ef2168b,2022-03-26,,,,,135.0,,,,,,-50.0,,5,1,2022-03-26,32.09818142557905,7.286262190531183,2022-04-30,9.0,0.7373572593800979,9.0,3,1.0,True,382.36951088896825,0,1,4,3,0,2022-03-26,18.13186813186813,2022-04-30,97.8021978021978
1410,1418,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-24,,,,,133.0,,"Damaturu, Yobe",2022-03-27,39.44056374686109,2022-04-24,6b3a27d9-f3d6-46ce-bfd6-61689ef2168b,2022-03-27,,,,,131.0,,,,,,2.0,,6,1,2022-03-27,31.44054582383901,8.000017923022078,2022-04-24,9.0,0.7373572593800979,3.0,3,0.3333333333333333,True,382.36951088896825,0,1,4,3,0,2022-03-27,26.64835164835165,2022-04-24,19.230769230769234
1412,1420,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-25,,,,,97.0,,"Damaturu, Yobe",2022-03-28,39.75864204527843,2022-04-25,6b3a27d9-f3d6-46ce-bfd6-61689ef2168b,2022-03-28,,,,,118.0,,,,,,-21.0,,0,0,2022-03-28,30.639372066846004,9.119269978432424,2022-04-25,9.0,0.7373572593800979,4.0,3,0.4444444444444444,True,382.36951088896825,0,1,4,3,0,2022-03-28,70.87912087912088,2022-04-25,33.51648351648351
1414,1422,NG,Nigeria,Yobe,Damaturu,,,,ChIJ6SotRLpTARERcKueI0VRQhQ,2022-04-26,,,,,98.0,,"Damaturu, Yobe",2022-03-29,38.41893259684249,2022-04-26,6b3a27d9-f3d6-46ce-bfd6-61689ef2168b,2022-03-29,,,,,125.0,,,,,,-27.0,,1,0,2022-03-29,30.95581563313805,7.463116963704437,2022-04-26,9.0,0.7373572593800979,5.0,3,0.5555555555555556,True,382.36951088896825,0,1,4,3,0,2022-03-29,49.72527472527473,2022-04-26,89.56043956043956
555,559,NG,Nigeria,Jigawa,Dutse,,,,ChIJI28DMuv7qxERT3gN9gtDRm8,2022-04-26,,,,,68.0,,"Dutse, Jigawa",2022-03-29,37.76787251601988,2022-04-26,4eb5b34a-2592-4bdb-99c6-6fb8c0690655,2022-03-29,,,,,88.0,,,,,,-20.0,,1,0,2022-03-29,30.62217402237437,7.145698493645508,2022-04-26,8.0,0.6905383360522023,6.0,3,0.75,True,415.759967453214,0,2,7,5,0,2022-03-29,49.72527472527473,2022-04-26,89.01098901098901
558,562,NG,Nigeria,Jigawa,Dutse,,,,ChIJI28DMuv7qxERT3gN9gtDRm8,2022-04-27,,,,,63.0,,"Dutse, Jigawa",2022-03-30,37.35315073925407,2022-04-27,4eb5b34a-2592-4bdb-99c6-6fb8c0690655,2022-03-30,,,,,77.0,,,,,,-14.0,,2,0,2022-03-30,31.972637213306697,5.3805135259473715,2022-04-27,8.0,0.6905383360522023,7.0,3,0.875,True,415.759967453214,0,2,7,5,0,2022-03-30,8.516483516483516,2022-04-27,62.637362637362635
561,565,NG,Nigeria,Jigawa,Dutse,,,,ChIJI28DMuv7qxERT3gN9gtDRm8,2022-04-21,,,,,63.0,,"Dutse, Jigawa",2022-03-31,37.43117963406549,2022-04-21,4eb5b34a-2592-4bdb-99c6-6fb8c0690655,2022-03-31,,,,,83.0,,,,,,-20.0,,3,0,2022-03-31,33.63642324636016,3.794756387705327,2022-04-21,8.0,0.6905383360522023,1.0,3,0.125,True,415.759967453214,0,2,7,5,0,2022-03-31,8.516483516483516,2022-04-21,47.25274725274725
562,566,NG,Nigeria,Jigawa,Dutse,,,,ChIJI28DMuv7qxERT3gN9gtDRm8,2022-04-28,,,,,52.0,,"Dutse, Jigawa",2022-03-31,37.69846339284642,2022-04-28,4eb5b34a-2592-4bdb-99c6-6fb8c0690655,2022-03-31,,,,,83.0,,,,,,-31.0,,3,0,2022-03-31,33.63642324636016,4.062040146486261,2022-04-28,8.0,0.6905383360522023,8.0,3,1.0,True,415.759967453214,0,2,7,5,0,2022-03-31,8.516483516483516,2022-04-28,88.46153846153845
565,570,NG,Nigeria,Jigawa,Dutse,,,,ChIJI28DMuv7qxERT3gN9gtDRm8,2022-04-25,,,,,63.0,,"Dutse, Jigawa",2022-03-28,38.51895320562673,2022-04-25,4eb5b34a-2592-4bdb-99c6-6fb8c0690655,2022-03-28,,,,,78.0,,,,,,-15.0,,0,0,2022-03-28,30.609569957962776,7.909383247663953,2022-04-25,8.0,0.6905383360522023,5.0,3,0.625,True,415.759967453214,0,2,7,5,0,2022-03-28,70.32967032967034,2022-04-25,26.373626373626376
553,557,NG,Nigeria,Jigawa,Dutse,,,,ChIJI28DMuv7qxERT3gN9gtDRm8,2022-04-05,,,,,79.0,,"Dutse, Jigawa",2022-03-29,37.38498488464109,2022-04-05,ade2aae1-a212-4b2d-9fbf-2ceb5972571b,2022-03-29,,,,,88.0,,,,,,-9.0,,1,0,2022-03-29,30.62217402237437,6.762810862266722,2022-04-05,10.0,0.7721044045676998,1.0,3,0.1,True,415.759967453214,0,2,7,5,0,2022-03-29,49.72527472527473,2022-04-05,76.0989010989011
554,558,NG,Nigeria,Jigawa,Dutse,,,,ChIJI28DMuv7qxERT3gN9gtDRm8,2022-04-12,,,,,74.0,,"Dutse, Jigawa",2022-03-29,38.53276335162885,2022-04-12,ade2aae1-a212-4b2d-9fbf-2ceb5972571b,2022-03-29,,,,,88.0,,,,,,-14.0,,1,0,2022-03-29,30.62217402237437,7.910589329254481,2022-04-12,10.0,0.7721044045676998,8.0,3,0.8,True,415.759967453214,0,2,7,5,0,2022-03-29,49.72527472527473,2022-04-12,98.9010989010989
556,560,NG,Nigeria,Jigawa,Dutse,,,,ChIJI28DMuv7qxERT3gN9gtDRm8,2022-04-06,,,,,86.0,,"Dutse, Jigawa",2022-03-30,37.58567264924451,2022-04-06,ade2aae1-a212-4b2d-9fbf-2ceb5972571b,2022-03-30,,,,,77.0,,,,,,9.0,,2,0,2022-03-30,31.972637213306697,5.61303543593781,2022-04-06,10.0,0.7721044045676998,2.0,3,0.2,True,415.759967453214,0,2,7,5,0,2022-03-30,8.516483516483516,2022-04-06,66.75824175824175
557,561,NG,Nigeria,Jigawa,Dutse,,,,ChIJI28DMuv7qxERT3gN9gtDRm8,2022-04-13,,,,,75.0,,"Dutse, Jigawa",2022-03-30,38.19074960402505,2022-04-13,ade2aae1-a212-4b2d-9fbf-2ceb5972571b,2022-03-30,,,,,77.0,,,,,,-2.0,,2,0,2022-03-30,31.972637213306697,6.218112390718353,2022-04-13,10.0,0.7721044045676998,9.0,3,0.9,True,415.759967453214,0,2,7,5,0,2022-03-30,8.516483516483516,2022-04-13,100.0
559,563,NG,Nigeria,Jigawa,Dutse,,,,ChIJI28DMuv7qxERT3gN9gtDRm8,2022-04-07,,,,,75.0,,"Dutse, Jigawa",2022-03-31,38.06779034527736,2022-04-07,ade2aae1-a212-4b2d-9fbf-2ceb5972571b,2022-03-31,,,,,83.0,,,,,,-8.0,,3,0,2022-03-31,33.63642324636016,4.4313670989172,2022-04-07,10.0,0.7721044045676998,3.0,3,0.3,True,415.759967453214,0,2,7,5,0,2022-03-31,8.516483516483516,2022-04-07,87.36263736263736
560,564,NG,Nigeria,Jigawa,Dutse,,,,ChIJI28DMuv7qxERT3gN9gtDRm8,2022-04-14,,,,,74.0,,"Dutse, Jigawa",2022-03-31,37.78812220067157,2022-04-14,ade2aae1-a212-4b2d-9fbf-2ceb5972571b,2022-03-31,,,,,83.0,,,,,,-9.0,,3,0,2022-03-31,33.63642324636016,4.151698954311414,2022-04-14,10.0,0.7721044045676998,10.0,3,1.0,True,415.759967453214,0,2,7,5,0,2022-03-31,8.516483516483516,2022-04-14,99.45054945054946
563,567,NG,Nigeria,Jigawa,Dutse,,,,ChIJI28DMuv7qxERT3gN9gtDRm8,2022-04-08,,,,,76.0,,"Dutse, Jigawa",2022-03-25,38.61383115792259,2022-04-08,ade2aae1-a212-4b2d-9fbf-2ceb5972571b,2022-03-25,,,,,90.0,,,,,,-14.0,,4,0,2022-03-25,33.07533355406776,5.538497603854829,2022-04-08,10.0,0.7721044045676998,4.0,3,0.4,True,415.759967453214,0,2,7,5,0,2022-03-25,90.10989010989012,2022-04-08,8.516483516483516
564,568,NG,Nigeria,Jigawa,Dutse,,,,ChIJI28DMuv7qxERT3gN9gtDRm8,2022-04-11,,,,,65.0,,"Dutse, Jigawa",2022-03-28,38.26445803230196,2022-04-11,ade2aae1-a212-4b2d-9fbf-2ceb5972571b,2022-03-28,,,,,78.0,,,,,,-13.0,,0,0,2022-03-28,30.609569957962776,7.654888074339183,2022-04-11,10.0,0.7721044045676998,7.0,3,0.7,True,415.759967453214,0,2,7,5,0,2022-03-28,70.32967032967034,2022-04-11,57.14285714285714
334,337,NG,Nigeria,Ebonyi,Ebonyi,,,,ChIJwWvLUd1CWxARTRY8fj2-1Ek,2022-04-11,,,,,60.0,,"Ebonyi, Ebonyi",2022-04-04,40.85627061349379,2022-04-11,23bb1412-4949-4b82-898b-230d01fdbe0e,2022-04-04,,,,,58.0,,,,,,2.0,,0,0,2022-04-04,38.16420767042376,2.6920629430700345,2022-04-11,2.0,0.10054377379010332,2.0,4,1.0,False,78.4261744966443,0,5,8,8,0,2022-04-04,37.91208791208791,2022-04-11,93.95604395604396
331,334,NG,Nigeria,Ebonyi,Ebonyi,,,,ChIJwWvLUd1CWxARTRY8fj2-1Ek,2022-04-07,,,,,64.0,,"Ebonyi, Ebonyi",2022-03-17,41.115055437441264,2022-04-07,726f39e4-0ba3-4a04-aa64-78fe73db3208,2022-03-17,,,,,58.0,,,,,,6.0,,3,0,2022-03-17,38.35193245499226,2.763122982449005,2022-04-07,3.0,0.27998912452419794,3.0,3,1.0,False,78.4261744966443,0,5,8,8,0,2022-03-17,39.56043956043956,2022-04-07,49.45054945054945
332,335,NG,Nigeria,Ebonyi,Ebonyi,,,,ChIJwWvLUd1CWxARTRY8fj2-1Ek,2022-04-05,,,,,74.0,,"Ebonyi, Ebonyi",2022-03-29,40.40471112286607,2022-04-05,726f39e4-0ba3-4a04-aa64-78fe73db3208,2022-03-29,,,,,66.0,,,,,,8.0,,1,0,2022-03-29,38.5813430503563,1.8233680725097656,2022-04-05,3.0,0.27998912452419794,1.0,3,0.3333333333333333,False,78.4261744966443,0,5,8,8,0,2022-03-29,63.18681318681318,2022-04-05,58.791208791208796
333,336,NG,Nigeria,Ebonyi,Ebonyi,,,,ChIJwWvLUd1CWxARTRY8fj2-1Ek,2022-04-06,,,,,63.0,,"Ebonyi, Ebonyi",2022-03-30,40.15270727652095,2022-04-06,726f39e4-0ba3-4a04-aa64-78fe73db3208,2022-03-30,,,,,58.0,,,,,,5.0,,2,0,2022-03-30,38.478109218456176,1.674598058064774,2022-04-06,3.0,0.27998912452419794,2.0,3,0.6666666666666666,False,78.4261744966443,0,5,8,8,0,2022-03-30,41.75824175824176,2022-04-06,76.37362637362637
326,329,NG,Nigeria,Ebonyi,Ebonyi,,,,ChIJwWvLUd1CWxARTRY8fj2-1Ek,2022-03-02,,,,,40.0,,"Ebonyi, Ebonyi",2022-02-23,39.686015446980825,2022-03-02,b06bd100-b3b9-43e9-a5a8-bd5f56a00484,2022-02-23,,,,,38.0,,,,,,2.0,,2,0,2022-02-23,36.59729745652944,3.0887179904513857,2022-03-02,2.0,0.10054377379010332,1.0,2,0.5,False,78.4261744966443,0,5,8,8,0,2022-02-23,47.25274725274725,2022-03-02,64.83516483516483
327,330,NG,Nigeria,Ebonyi,Ebonyi,,,,ChIJwWvLUd1CWxARTRY8fj2-1Ek,2022-03-03,,,,,40.0,,"Ebonyi, Ebonyi",2022-02-24,40.20122386791092,2022-03-03,b06bd100-b3b9-43e9-a5a8-bd5f56a00484,2022-02-24,,,,,32.0,,,,,,8.0,,3,0,2022-02-24,37.07779531125673,3.12342855665419,2022-03-03,2.0,0.10054377379010332,2.0,2,1.0,False,78.4261744966443,0,5,8,8,0,2022-02-24,48.9010989010989,2022-03-03,68.13186813186813
328,331,NG,Nigeria,Ebonyi,Ebonyi,,,,ChIJwWvLUd1CWxARTRY8fj2-1Ek,2022-03-22,,,,,72.0,,"Ebonyi, Ebonyi",2022-03-15,40.30795909740311,2022-03-22,f73c1005-82f6-4318-ab61-bab68ce5429f,2022-03-15,,,,,73.0,,,,,,-1.0,,1,0,2022-03-15,37.80967712402347,2.4982819733796404,2022-03-22,3.0,0.27998912452419794,1.0,3,0.3333333333333333,False,78.4261744966443,0,5,8,8,0,2022-03-15,60.43956043956044,2022-03-22,65.93406593406593
329,332,NG,Nigeria,Ebonyi,Ebonyi,,,,ChIJwWvLUd1CWxARTRY8fj2-1Ek,2022-03-23,,,,,63.0,,"Ebonyi, Ebonyi",2022-03-16,40.04658910963274,2022-03-23,f73c1005-82f6-4318-ab61-bab68ce5429f,2022-03-16,,,,,52.0,,,,,,11.0,,2,0,2022-03-16,37.1484502156576,2.898138893975144,2022-03-23,3.0,0.27998912452419794,2.0,3,0.6666666666666666,False,78.4261744966443,0,5,8,8,0,2022-03-16,57.692307692307686,2022-03-23,89.56043956043956
330,333,NG,Nigeria,Ebonyi,Ebonyi,,,,ChIJwWvLUd1CWxARTRY8fj2-1Ek,2022-03-24,,,,,60.0,,"Ebonyi, Ebonyi",2022-03-17,40.45619646708175,2022-03-24,f73c1005-82f6-4318-ab61-bab68ce5429f,2022-03-17,,,,,58.0,,,,,,2.0,,3,0,2022-03-17,38.35193245499226,2.1042640120894944,2022-03-24,3.0,0.27998912452419794,3.0,3,1.0,False,78.4261744966443,0,5,8,8,0,2022-03-17,39.56043956043956,2022-03-24,91.20879120879121
1096,1103,NG,Nigeria,Osun,Ede North,,,,ChIJSf7RhSQqOBARZJyQxHsfdCo,2022-03-08,,,,,53.0,,"Ede North, Osun",2022-03-01,37.925192515055386,2022-03-08,0b9ee5ed-9568-40b3-b8d1-8148ae80a98d,2022-03-01,,,,,44.0,,,,,,9.0,,1,0,2022-03-01,36.77095978348347,1.1542327315719163,2022-03-08,2.0,0.10054377379010332,1.0,3,0.5,False,304.0082644628099,0,7,10,9,0,2022-03-01,44.505494505494504,2022-03-08,46.7032967032967
1097,1104,NG,Nigeria,Osun,Ede North,,,,ChIJSf7RhSQqOBARZJyQxHsfdCo,2022-03-09,,,,,50.0,,"Ede North, Osun",2022-02-23,37.937564143428126,2022-03-09,0b9ee5ed-9568-40b3-b8d1-8148ae80a98d,2022-02-23,,,,,43.0,,,,,,7.0,,2,0,2022-02-23,34.658600136085845,3.2789640073422817,2022-03-09,2.0,0.10054377379010332,2.0,2,1.0,False,304.0082644628099,0,7,10,9,0,2022-02-23,45.05494505494506,2022-03-09,48.9010989010989
1099,1106,NG,Nigeria,Osun,Ede North,,,,ChIJSf7RhSQqOBARZJyQxHsfdCo,2022-04-07,,,,,45.0,,"Ede North, Osun",2022-02-24,38.09755678530096,2022-04-07,8e5cf5a3-dd8a-4f48-8cd0-0709b3dc645f,2022-02-24,,,,,42.0,,,,,,3.0,,3,0,2022-02-24,35.696644253200986,2.400912532099973,2022-04-07,3.0,0.27998912452419794,2.0,2,0.6666666666666666,False,304.0082644628099,0,7,10,9,0,2022-02-24,33.51648351648351,2022-04-07,85.16483516483517
1101,1108,NG,Nigeria,Osun,Ede North,,,,ChIJSf7RhSQqOBARZJyQxHsfdCo,2022-04-08,,,,,52.0,,"Ede North, Osun",2022-02-25,37.60362059981739,2022-04-08,8e5cf5a3-dd8a-4f48-8cd0-0709b3dc645f,2022-02-25,,,,,47.0,,,,,,5.0,,4,0,2022-02-25,36.18414137098528,1.4194792288321096,2022-04-08,3.0,0.27998912452419794,3.0,2,1.0,False,304.0082644628099,0,7,10,9,0,2022-02-25,41.208791208791204,2022-04-08,94.5054945054945
1104,1111,NG,Nigeria,Osun,Ede North,,,,ChIJSf7RhSQqOBARZJyQxHsfdCo,2022-04-06,,,,,44.0,,"Ede North, Osun",2022-03-30,38.688035187897896,2022-04-06,8e5cf5a3-dd8a-4f48-8cd0-0709b3dc645f,2022-03-30,,,,,45.0,,,,,,-1.0,,2,0,2022-03-30,36.72660262496385,1.9614325629340428,2022-04-06,3.0,0.27998912452419794,1.0,3,0.3333333333333333,False,304.0082644628099,0,7,10,9,0,2022-03-30,86.26373626373626,2022-04-06,67.03296703296702
1102,1109,NG,Nigeria,Osun,Ede North,,,,ChIJSf7RhSQqOBARZJyQxHsfdCo,2022-03-21,,,,,52.0,,"Ede North, Osun",2022-02-28,38.22007567794237,2022-03-21,9dc665af-f61e-4cf5-b8f0-a80359a132d4,2022-02-28,,,,,32.0,,,,,,20.0,,0,0,2022-02-28,36.63390618783459,1.5861694901077783,2022-03-21,2.0,0.10054377379010332,1.0,2,0.5,False,304.0082644628099,0,7,10,9,0,2022-02-28,42.857142857142854,2022-03-21,80.76923076923077
1103,1110,NG,Nigeria,Osun,Ede North,,,,ChIJSf7RhSQqOBARZJyQxHsfdCo,2022-03-22,,,,,54.0,,"Ede North, Osun",2022-03-15,38.79321345576539,2022-03-22,9dc665af-f61e-4cf5-b8f0-a80359a132d4,2022-03-15,,,,,58.0,,,,,,-4.0,,1,0,2022-03-15,36.31033014368132,2.48288331208407,2022-03-22,2.0,0.10054377379010332,2.0,3,1.0,False,304.0082644628099,0,7,10,9,0,2022-03-15,56.59340659340659,2022-03-22,87.36263736263736
1098,1105,NG,Nigeria,Osun,Ede North,,,,ChIJSf7RhSQqOBARZJyQxHsfdCo,2022-03-17,,,,,54.0,,"Ede North, Osun",2022-02-24,38.01522148980039,2022-03-17,f020fd6c-acb4-4962-9bb5-d42e657d6150,2022-02-24,,,,,42.0,,,,,,12.0,,3,0,2022-02-24,35.696644253200986,2.3185772365994026,2022-03-17,2.0,0.10054377379010332,1.0,2,0.5,False,304.0082644628099,0,7,10,9,0,2022-02-24,33.51648351648351,2022-03-17,76.92307692307693
1100,1107,NG,Nigeria,Osun,Ede North,,,,ChIJSf7RhSQqOBARZJyQxHsfdCo,2022-03-18,,,,,66.0,,"Ede North, Osun",2022-02-25,37.57696858158823,2022-03-18,f020fd6c-acb4-4962-9bb5-d42e657d6150,2022-02-25,,,,,47.0,,,,,,19.0,,4,0,2022-02-25,36.18414137098528,1.3928272106029524,2022-03-18,2.0,0.10054377379010332,2.0,2,1.0,False,304.0082644628099,0,7,10,9,0,2022-02-25,41.208791208791204,2022-03-18,60.43956043956044
1176,1184,NG,Nigeria,Oyo,Egbeda,,,,ChIJ17OoHA2VORAR3yD5RDm7ZKg,2022-03-07,,,,-12.0,53.0,25.0,"Egbeda, Oyo",2022-02-28,38.84816593594026,2022-03-07,0cf02c2a-7fd7-42b7-bfc3-97147a77d143,2022-02-28,,,,-25.0,41.0,19.0,,,,13.0,12.0,6.0,0,0,2022-02-28,37.36245314280196,1.4857127931382976,2022-03-07,2.0,0.10054377379010332,1.0,2,0.5,False,193.17218543046357,0,8,10,9,0,2022-02-28,39.010989010989015,2022-03-07,54.395604395604394
1178,1186,NG,Nigeria,Oyo,Egbeda,,,,ChIJ17OoHA2VORAR3yD5RDm7ZKg,2022-03-08,,,,-6.0,43.0,29.0,"Egbeda, Oyo",2022-03-01,38.63641632927793,2022-03-08,0cf02c2a-7fd7-42b7-bfc3-97147a77d143,2022-03-01,,,,-28.0,29.0,25.0,,,,22.0,14.0,4.0,1,0,2022-03-01,37.34569390614831,1.2907224231296155,2022-03-08,2.0,0.10054377379010332,2.0,3,1.0,False,193.17218543046357,0,8,10,9,0,2022-03-01,55.494505494505496,2022-03-08,56.043956043956044
