,index,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0_x,datetime_heat,number,spatial_ref,t2m,d2m,rh,thi_heat,adm2,adm1,day,month,year,location_x,datetime_ord,pct,level_0,heatwave,heat_ID,Heat Wave Duration_x,control_day,day_of_week,num_iters,diff,Unnamed: 0_y,country_region_code,country_region,metro_area,iso_3166_2_code,census_fips_code,place_id,date_heat,retail_rec_heat,grocery_pharm_heat,parks_heat,transit_heat,workplaces_heat,residential_heat,location_y,date_control,retail_rec_control,grocery_pharm_control,parks_control,transit_control,workplaces_control,residential_control,location,retail_rec_difference,grocery_pharm_difference,parks_difference,transit_difference,workplaces_difference,residential_difference,weekend,datetime_control,thi_control,temp_diff,datetime,Heat Wave Duration_y,dur_ranking,stage,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popden_dec,over60_dec,elev_1500m,time_x,rain_standard_control,time_y,rain_standard_heat
34,34,440,5361,5361,2022-07-31,0.0,0.0,37.823563,17.634546,70.66437,35.526486670064685,Sahinbey,Gaziantep,31,7,2022,"Sahinbey, Gaziantep",738367,0.9241830065359478,54.0,1.0,e751e825-391c-4072-bc94-69d007ff8db1,7.0,2022-07-24,6,test,7 days,59507,TR,Turkey,,,,ChIJ_XTzfDgmLhUR7C__tu1DwEA,2022-07-31,28.0,81.0,96.0,99.0,16.0,-1.0,"Sahinbey, Gaziantep",2022-07-24,15.0,63.0,73.0,84.0,15.0,1.0,"Sahinbey, Gaziantep",13.0,18.0,23.0,15.0,1.0,-2.0,1,2022-07-24,32.11403865301822,3.412448017046465,2022-07-31,7.0,0.7154922942324518,1.0,0.14285714285714285,True,837.9005681818181,0,1,10,1,0,2022-07-24,20.77922077922078,2022-07-31,23.7012987012987
35,35,441,5362,5362,2022-08-01,0.0,0.0,38.701263,19.383646,79.291595,36.51673649573888,Sahinbey,Gaziantep,1,7,2022,"Sahinbey, Gaziantep",738368,0.9738562091503268,55.0,1.0,e751e825-391c-4072-bc94-69d007ff8db1,,2022-07-25,0,test,7 days,59508,TR,Turkey,,,,ChIJ_XTzfDgmLhUR7C__tu1DwEA,2022-08-01,39.0,109.0,136.0,153.0,24.0,1.0,"Sahinbey, Gaziantep",2022-07-25,32.0,93.0,123.0,150.0,22.0,2.0,"Sahinbey, Gaziantep",7.0,16.0,13.0,3.0,2.0,-1.0,0,2022-07-25,32.43376889772586,4.0829675980130204,2022-08-01,7.0,0.7154922942324518,2.0,0.2857142857142857,True,837.9005681818181,0,1,10,1,0,2022-07-25,29.87012987012987,2022-08-01,35.064935064935064
36,36,442,5363,5363,2022-08-02,0.0,0.0,38.867985,19.991133,90.92553,36.76171672550389,Sahinbey,Gaziantep,2,7,2022,"Sahinbey, Gaziantep",738369,0.9816993464052288,56.0,1.0,e751e825-391c-4072-bc94-69d007ff8db1,,2022-07-26,1,test,7 days,59509,TR,Turkey,,,,ChIJ_XTzfDgmLhUR7C__tu1DwEA,2022-08-02,35.0,107.0,115.0,131.0,26.0,1.0,"Sahinbey, Gaziantep",2022-07-26,34.0,103.0,113.0,133.0,25.0,1.0,"Sahinbey, Gaziantep",1.0,4.0,2.0,-2.0,1.0,0.0,0,2022-07-26,33.078024167763594,3.6836925577402937,2022-08-02,7.0,0.7154922942324518,3.0,0.42857142857142855,True,837.9005681818181,0,1,10,1,0,2022-07-26,23.7012987012987,2022-08-02,53.896103896103895
37,37,443,5364,5364,2022-08-03,0.0,0.0,38.932747,20.639492,91.198265,37.68109461020312,Sahinbey,Gaziantep,3,7,2022,"Sahinbey, Gaziantep",738370,0.9934640522875816,57.0,1.0,e751e825-391c-4072-bc94-69d007ff8db1,,2022-07-27,2,test,7 days,59510,TR,Turkey,,,,ChIJ_XTzfDgmLhUR7C__tu1DwEA,2022-08-03,39.0,109.0,102.0,156.0,26.0,1.0,"Sahinbey, Gaziantep",2022-07-27,37.0,110.0,101.0,150.0,26.0,1.0,"Sahinbey, Gaziantep",2.0,-1.0,1.0,6.0,0.0,0.0,0,2022-07-27,34.02515818326797,3.655936426935149,2022-08-03,7.0,0.7154922942324518,4.0,0.5714285714285714,True,837.9005681818181,0,1,10,1,0,2022-07-27,26.623376623376622,2022-08-03,9.740259740259742
38,38,449,5378,5378,2022-08-17,0.0,0.0,37.654476,19.111006,87.33682,36.09336563021122,Sahinbey,Gaziantep,17,7,2022,"Sahinbey, Gaziantep",738384,0.954248366013072,63.0,1.0,46d7bcb3-fee7-4909-993c-008ebe468022,2.0,2022-07-27,2,test,21 days,59524,TR,Turkey,,,,ChIJ_XTzfDgmLhUR7C__tu1DwEA,2022-08-17,43.0,106.0,106.0,154.0,29.0,4.0,"Sahinbey, Gaziantep",2022-07-27,37.0,110.0,101.0,150.0,26.0,1.0,"Sahinbey, Gaziantep",6.0,-4.0,5.0,4.0,3.0,3.0,0,2022-07-27,34.02515818326797,2.068207446943248,2022-08-17,2.0,0.07089979137223232,1.0,0.5,False,837.9005681818181,0,1,10,1,0,2022-07-27,26.623376623376622,2022-08-17,5.194805194805195
39,39,446,5367,5367,2022-08-06,0.0,0.0,38.143772,19.228155,78.94411,37.6334885268184,Sahinbey,Gaziantep,6,7,2022,"Sahinbey, Gaziantep",738373,0.992156862745098,60.0,1.0,e751e825-391c-4072-bc94-69d007ff8db1,,2022-07-23,5,test,14 days,59513,TR,Turkey,,,,ChIJ_XTzfDgmLhUR7C__tu1DwEA,2022-08-06,26.0,93.0,80.0,125.0,29.0,1.0,"Sahinbey, Gaziantep",2022-07-23,24.0,87.0,80.0,111.0,31.0,1.0,"Sahinbey, Gaziantep",2.0,6.0,0.0,14.0,-2.0,0.0,1,2022-07-23,32.69252885851947,4.940959668298923,2022-08-06,7.0,0.7154922942324518,7.0,1.0,True,837.9005681818181,0,1,10,1,0,2022-07-23,5.844155844155844,2022-08-06,33.76623376623377
40,40,448,5374,5374,2022-08-13,0.0,0.0,36.729828,20.591537,87.36149,36.529670849181095,Sahinbey,Gaziantep,13,7,2022,"Sahinbey, Gaziantep",738380,0.9751633986928104,62.0,1.0,4e5c0076-70ee-4b05-8a45-bb05781b391c,,2022-07-23,5,test,21 days,59520,TR,Turkey,,,,ChIJ_XTzfDgmLhUR7C__tu1DwEA,2022-08-13,27.0,91.0,80.0,134.0,33.0,1.0,"Sahinbey, Gaziantep",2022-07-23,24.0,87.0,80.0,111.0,31.0,1.0,"Sahinbey, Gaziantep",3.0,4.0,0.0,23.0,2.0,0.0,1,2022-07-23,32.69252885851947,3.837141990661621,2022-08-13,2.0,0.07089979137223232,2.0,1.0,False,837.9005681818181,0,1,10,1,0,2022-07-23,5.844155844155844,2022-08-13,39.61038961038961
41,41,450,5379,5379,2022-08-18,0.0,0.0,37.31101,19.776045,90.92783,36.12529085393542,Sahinbey,Gaziantep,18,8,2022,"Sahinbey, Gaziantep",738385,0.9568627450980391,64.0,1.0,46d7bcb3-fee7-4909-993c-008ebe468022,,2022-08-11,3,test,7 days,59525,TR,Turkey,,,,ChIJ_XTzfDgmLhUR7C__tu1DwEA,2022-08-18,39.0,102.0,116.0,138.0,28.0,4.0,"Sahinbey, Gaziantep",2022-08-11,40.0,106.0,115.0,154.0,27.0,0.0,"Sahinbey, Gaziantep",-1.0,-4.0,1.0,-16.0,1.0,4.0,0,2022-08-11,33.96099447506914,2.1642963788662755,2022-08-18,2.0,0.07089979137223232,2.0,1.0,False,837.9005681818181,0,1,10,1,0,2022-08-11,75.97402597402598,2022-08-18,62.33766233766234
42,42,451,5390,5390,2022-08-29,0.0,0.0,38.632053,9.391548,46.269806,35.515214391270604,Sahinbey,Gaziantep,29,8,2022,"Sahinbey, Gaziantep",738396,0.9215686274509804,65.0,1.0,cb2105eb-91a3-4b21-bebe-76601f908c2e,6.0,2022-08-22,0,test,7 days,59536,TR,Turkey,,,,ChIJ_XTzfDgmLhUR7C__tu1DwEA,2022-08-29,39.0,97.0,129.0,133.0,21.0,3.0,"Sahinbey, Gaziantep",2022-08-22,40.0,100.0,128.0,142.0,26.0,4.0,"Sahinbey, Gaziantep",-1.0,-3.0,1.0,-9.0,-5.0,-1.0,0,2022-08-22,33.159559149491194,2.3556552417794094,2022-08-29,6.0,0.6101016219126455,1.0,0.16666666666666666,True,837.9005681818181,0,1,10,1,0,2022-08-22,65.5844155844156,2022-08-29,2.5974025974025974
43,43,452,5391,5391,2022-08-30,0.0,0.0,39.104416,12.571583,55.88561,36.27769234802643,Sahinbey,Gaziantep,30,8,2022,"Sahinbey, Gaziantep",738397,0.9660130718954248,66.0,1.0,cb2105eb-91a3-4b21-bebe-76601f908c2e,,2022-08-23,1,test,7 days,59537,TR,Turkey,,,,ChIJ_XTzfDgmLhUR7C__tu1DwEA,2022-08-30,43.0,90.0,118.0,96.0,3.0,6.0,"Sahinbey, Gaziantep",2022-08-23,40.0,102.0,121.0,131.0,28.0,4.0,"Sahinbey, Gaziantep",3.0,-12.0,-3.0,-35.0,-25.0,2.0,0,2022-08-23,33.76925105937046,2.508441288655966,2022-08-30,6.0,0.6101016219126455,2.0,0.3333333333333333,True,837.9005681818181,0,1,10,1,0,2022-08-23,79.22077922077922,2022-08-30,2.5974025974025974
44,44,453,5392,5392,2022-08-31,0.0,0.0,38.934055,14.571724,62.218647,35.89664504280568,Sahinbey,Gaziantep,31,8,2022,"Sahinbey, Gaziantep",738398,0.9450980392156862,67.0,1.0,cb2105eb-91a3-4b21-bebe-76601f908c2e,,2022-08-24,2,test,7 days,59538,TR,Turkey,,,,ChIJ_XTzfDgmLhUR7C__tu1DwEA,2022-08-31,40.0,106.0,99.0,138.0,27.0,2.0,"Sahinbey, Gaziantep",2022-08-24,42.0,106.0,110.0,144.0,29.0,3.0,"Sahinbey, Gaziantep",-2.0,0.0,-11.0,-6.0,-2.0,-1.0,0,2022-08-24,33.03238740441398,2.864257638391699,2022-08-31,6.0,0.6101016219126455,3.0,0.5,True,837.9005681818181,0,1,10,1,0,2022-08-24,84.4155844155844,2022-08-31,49.35064935064935
45,45,454,5393,5393,2022-09-01,0.0,0.0,38.756542,13.2345915,55.503998,35.708101686112045,Sahinbey,Gaziantep,1,8,2022,"Sahinbey, Gaziantep",738399,0.938562091503268,68.0,1.0,cb2105eb-91a3-4b21-bebe-76601f908c2e,,2022-08-25,3,test,7 days,59539,TR,Turkey,,,,ChIJ_XTzfDgmLhUR7C__tu1DwEA,2022-09-01,40.0,107.0,115.0,132.0,26.0,0.0,"Sahinbey, Gaziantep",2022-08-25,39.0,101.0,116.0,127.0,27.0,3.0,"Sahinbey, Gaziantep",1.0,6.0,-1.0,5.0,-1.0,-3.0,0,2022-08-25,31.377774958024983,4.330326728087062,2022-09-01,6.0,0.6101016219126455,4.0,0.6666666666666666,True,837.9005681818181,0,1,10,1,0,2022-08-25,28.57142857142857,2022-09-01,64.93506493506493
46,46,455,5394,5394,2022-09-02,0.0,0.0,38.692356,17.52796,74.952194,35.97860922753727,Sahinbey,Gaziantep,2,8,2022,"Sahinbey, Gaziantep",738400,0.9490196078431372,69.0,1.0,cb2105eb-91a3-4b21-bebe-76601f908c2e,,2022-08-26,4,test,7 days,59540,TR,Turkey,,,,ChIJ_XTzfDgmLhUR7C__tu1DwEA,2022-09-02,40.0,111.0,118.0,125.0,25.0,0.0,"Sahinbey, Gaziantep",2022-08-26,39.0,107.0,123.0,129.0,26.0,3.0,"Sahinbey, Gaziantep",1.0,4.0,-5.0,-4.0,-1.0,-3.0,0,2022-08-26,30.8457728157267,5.132836411810569,2022-09-02,6.0,0.6101016219126455,5.0,0.8333333333333334,True,837.9005681818181,0,1,10,1,0,2022-08-26,10.38961038961039,2022-09-02,70.12987012987013
47,47,456,5395,5395,2022-09-03,0.0,0.0,39.14092,15.469378,62.69796,36.36279747768293,Sahinbey,Gaziantep,3,8,2022,"Sahinbey, Gaziantep",738401,0.9686274509803922,70.0,1.0,cb2105eb-91a3-4b21-bebe-76601f908c2e,,2022-08-27,5,test,7 days,59541,TR,Turkey,,,,ChIJ_XTzfDgmLhUR7C__tu1DwEA,2022-09-03,27.0,94.0,80.0,104.0,32.0,1.0,"Sahinbey, Gaziantep",2022-08-27,28.0,92.0,86.0,108.0,34.0,3.0,"Sahinbey, Gaziantep",-1.0,2.0,-6.0,-4.0,-2.0,-2.0,1,2022-08-27,31.82044211110616,4.542355366576771,2022-09-03,6.0,0.6101016219126455,6.0,1.0,True,837.9005681818181,0,1,10,1,0,2022-08-27,2.5974025974025974,2022-09-03,81.16883116883116
48,48,638,7683,7683,2022-07-28,0.0,0.0,30.280588,11.069524,57.591995,28.550216634437568,Sarkikaraagac,Isparta,28,7,2022,"Sarkikaraagac, Isparta",738364,0.9712418300653596,55.0,1.0,1aabe08e-0207-4842-bc4d-7d4dc6ada1b7,10.0,2022-07-21,3,test,7 days,68568,TR,Turkey,,,,ChIJ5UES0aBexRQREGu_t7KbhtU,2022-07-28,,,,,1.0,,"Sarkikaraagac, Isparta",2022-07-21,,,,,8.0,,"Sarkikaraagac, Isparta",,,,,-7.0,,0,2022-07-21,23.223945375472823,5.326271258964745,2022-07-28,10.0,0.8673867689615721,1.0,0.1,True,1450.3018389346862,0,4,4,8,0,2022-07-21,32.467532467532465,2022-07-28,30.519480519480517
49,49,645,7690,7690,2022-08-04,0.0,0.0,30.118374,13.742329,71.511215,28.73200774823551,Sarkikaraagac,Isparta,4,7,2022,"Sarkikaraagac, Isparta",738371,0.9790849673202614,62.0,1.0,1aabe08e-0207-4842-bc4d-7d4dc6ada1b7,,2022-07-21,3,test,14 days,68571,TR,Turkey,,,,ChIJ5UES0aBexRQREGu_t7KbhtU,2022-08-04,,,,,10.0,,"Sarkikaraagac, Isparta",2022-07-21,,,,,8.0,,"Sarkikaraagac, Isparta",,,,,2.0,,0,2022-07-21,23.223945375472823,5.508062372762687,2022-08-04,10.0,0.8673867689615721,8.0,0.8,True,1450.3018389346862,0,4,4,8,0,2022-07-21,32.467532467532465,2022-08-04,31.818181818181817
50,50,639,7684,7684,2022-07-29,0.0,0.0,30.163725,10.269137,54.8652,28.34564531921714,Sarkikaraagac,Isparta,29,7,2022,"Sarkikaraagac, Isparta",738365,0.962091503267974,56.0,1.0,1aabe08e-0207-4842-bc4d-7d4dc6ada1b7,,2022-07-22,4,test,7 days,68569,TR,Turkey,,,,ChIJ5UES0aBexRQREGu_t7KbhtU,2022-07-29,,,,,11.0,,"Sarkikaraagac, Isparta",2022-07-22,,,,,2.0,,"Sarkikaraagac, Isparta",,,,,9.0,,0,2022-07-22,24.48162280693259,3.8640225122845493,2022-07-29,10.0,0.8673867689615721,2.0,0.2,True,1450.3018389346862,0,4,4,8,0,2022-07-22,20.77922077922078,2022-07-29,33.116883116883116
51,51,646,7691,7691,2022-08-05,0.0,0.0,30.47576,15.337671,79.58142,29.166055911432533,Sarkikaraagac,Isparta,5,7,2022,"Sarkikaraagac, Isparta",738372,0.9908496732026144,63.0,1.0,1aabe08e-0207-4842-bc4d-7d4dc6ada1b7,,2022-07-22,4,test,14 days,68572,TR,Turkey,,,,ChIJ5UES0aBexRQREGu_t7KbhtU,2022-08-05,,,,,10.0,,"Sarkikaraagac, Isparta",2022-07-22,,,,,2.0,,"Sarkikaraagac, Isparta",,,,,8.0,,0,2022-07-22,24.48162280693259,4.684433104499941,2022-08-05,10.0,0.8673867689615721,9.0,0.9,True,1450.3018389346862,0,4,4,8,0,2022-07-22,20.77922077922078,2022-08-05,29.87012987012987
52,52,644,7689,7689,2022-08-03,0.0,0.0,28.16426,13.315629,68.604416,27.405520242358048,Sarkikaraagac,Isparta,3,7,2022,"Sarkikaraagac, Isparta",738370,0.9163398692810456,61.0,1.0,1aabe08e-0207-4842-bc4d-7d4dc6ada1b7,,2022-07-20,2,test,14 days,68570,TR,Turkey,,,,ChIJ5UES0aBexRQREGu_t7KbhtU,2022-08-03,,,,,16.0,,"Sarkikaraagac, Isparta",2022-07-20,,,,,15.0,,"Sarkikaraagac, Isparta",,,,,1.0,,0,2022-07-20,22.4270589515646,4.978461290793447,2022-08-03,10.0,0.8673867689615721,7.0,0.7,True,1450.3018389346862,0,4,4,8,0,2022-07-20,16.883116883116884,2022-08-03,52.5974025974026
53,53,702,8460,8460,2022-07-30,0.0,0.0,30.154612,19.753353,88.7105,30.7802949128328,Sarkoy,Tekirdag,30,7,2022,"Sarkoy, Tekirdag",738366,0.9215686274509804,51.0,1.0,7d91a878-c1cf-4c0f-9fd2-f87b31bf6bba,2.0,2022-07-16,5,test,14 days,147298,TR,Turkey,,,,ChIJO9Fy9_j1sxQRL5AohMpj6Uc,2022-07-30,,,,,53.0,,"Sarkoy, Tekirdag",2022-07-16,,,,,43.0,,"Sarkoy, Tekirdag",,,,,10.0,,1,2022-07-16,28.99851528214824,1.7817796306845608,2022-07-30,2.0,0.07089979137223232,1.0,0.5,False,280.4165554072096,1,8,6,9,0,2022-07-16,11.688311688311687,2022-07-30,44.15584415584416
54,54,707,8481,8481,2022-08-20,0.0,0.0,29.764584,20.78143,90.67313,30.607919575255632,Sarkoy,Tekirdag,20,7,2022,"Sarkoy, Tekirdag",738387,0.90718954248366,56.0,1.0,db54bd6a-52cb-4478-912f-b9e1941c4758,,2022-07-16,5,test,35 days,147316,TR,Turkey,,,,ChIJO9Fy9_j1sxQRL5AohMpj6Uc,2022-08-20,,,,,97.0,,"Sarkoy, Tekirdag",2022-07-16,,,,,43.0,,"Sarkoy, Tekirdag",,,,,54.0,,1,2022-07-16,28.99851528214824,1.6094042931073922,2022-08-20,4.0,0.36943939699845213,4.0,1.0,False,280.4165554072096,1,8,6,9,0,2022-07-16,11.688311688311687,2022-08-20,45.45454545454545
55,55,704,8478,8478,2022-08-17,0.0,0.0,30.81683,21.14075,85.51993,31.86841846984113,Sarkoy,Tekirdag,17,8,2022,"Sarkoy, Tekirdag",738384,0.9725490196078432,53.0,1.0,db54bd6a-52cb-4478-912f-b9e1941c4758,4.0,2022-08-10,2,test,7 days,147313,TR,Turkey,,,,ChIJO9Fy9_j1sxQRL5AohMpj6Uc,2022-08-17,,,,,73.0,,"Sarkoy, Tekirdag",2022-08-10,,,,,58.0,,"Sarkoy, Tekirdag",,,,,15.0,,0,2022-08-10,28.767167079595904,3.1012513902452277,2022-08-17,4.0,0.36943939699845213,1.0,0.25,False,280.4165554072096,1,8,6,9,0,2022-08-10,91.55844155844156,2022-08-17,72.07792207792207
56,56,710,8485,8485,2022-08-24,0.0,0.0,28.856163,21.86384,92.943954,30.967349770628417,Sarkoy,Tekirdag,24,8,2022,"Sarkoy, Tekirdag",738391,0.930718954248366,59.0,1.0,c9db0ac0-7dc1-431b-92b0-b18b546aacfa,,2022-08-10,2,test,14 days,147319,TR,Turkey,,,,ChIJO9Fy9_j1sxQRL5AohMpj6Uc,2022-08-24,,,,,81.0,,"Sarkoy, Tekirdag",2022-08-10,,,,,58.0,,"Sarkoy, Tekirdag",,,,,23.0,,0,2022-08-10,28.767167079595904,2.200182691032513,2022-08-24,3.0,0.22908674877178814,3.0,1.0,False,280.4165554072096,1,8,6,9,0,2022-08-10,91.55844155844156,2022-08-24,94.15584415584416
57,57,705,8479,8479,2022-08-18,0.0,0.0,32.025597,20.924307,83.45061,32.27209491494265,Sarkoy,Tekirdag,18,8,2022,"Sarkoy, Tekirdag",738385,0.9830065359477124,54.0,1.0,db54bd6a-52cb-4478-912f-b9e1941c4758,,2022-08-11,3,test,7 days,147314,TR,Turkey,,,,ChIJO9Fy9_j1sxQRL5AohMpj6Uc,2022-08-18,,,,,82.0,,"Sarkoy, Tekirdag",2022-08-11,,,,,65.0,,"Sarkoy, Tekirdag",,,,,17.0,,0,2022-08-11,28.16985000798735,4.102244906955299,2022-08-18,4.0,0.36943939699845213,2.0,0.5,False,280.4165554072096,1,8,6,9,0,2022-08-11,57.14285714285714,2022-08-18,40.25974025974026
58,58,706,8480,8480,2022-08-19,0.0,0.0,29.893654,21.651194,86.1914,31.059990871099817,Sarkoy,Tekirdag,19,8,2022,"Sarkoy, Tekirdag",738386,0.938562091503268,55.0,1.0,db54bd6a-52cb-4478-912f-b9e1941c4758,,2022-08-12,4,test,7 days,147315,TR,Turkey,,,,ChIJO9Fy9_j1sxQRL5AohMpj6Uc,2022-08-19,,,,,63.0,,"Sarkoy, Tekirdag",2022-08-12,,,,,54.0,,"Sarkoy, Tekirdag",,,,,9.0,,0,2022-08-12,28.68698732352555,2.3730035475742675,2022-08-19,4.0,0.36943939699845213,3.0,0.75,False,280.4165554072096,1,8,6,9,0,2022-08-12,52.5974025974026,2022-08-19,64.28571428571429
59,59,708,8483,8483,2022-08-22,0.0,0.0,28.838858,21.197256,89.628815,30.67453031186708,Sarkoy,Tekirdag,22,8,2022,"Sarkoy, Tekirdag",738389,0.9137254901960784,57.0,1.0,c9db0ac0-7dc1-431b-92b0-b18b546aacfa,3.0,2022-08-15,0,test,7 days,147317,TR,Turkey,,,,ChIJO9Fy9_j1sxQRL5AohMpj6Uc,2022-08-22,,,,,93.0,,"Sarkoy, Tekirdag",2022-08-15,,,,,73.0,,"Sarkoy, Tekirdag",,,,,20.0,,0,2022-08-15,27.015083689748547,3.6594466221185336,2022-08-22,3.0,0.22908674877178814,1.0,0.3333333333333333,False,280.4165554072096,1,8,6,9,0,2022-08-15,95.45454545454545,2022-08-22,62.98701298701299
60,60,712,8490,8490,2022-08-29,0.0,0.0,30.035526,20.576107,85.235054,30.737647068353382,Sarkoy,Tekirdag,29,8,2022,"Sarkoy, Tekirdag",738396,0.9163398692810456,61.0,1.0,cc7ccaee-b3f8-44ae-a42f-1940bd18111f,,2022-08-15,0,test,14 days,147323,TR,Turkey,,,,ChIJO9Fy9_j1sxQRL5AohMpj6Uc,2022-08-29,,,,,104.0,,"Sarkoy, Tekirdag",2022-08-15,,,,,73.0,,"Sarkoy, Tekirdag",,,,,31.0,,0,2022-08-15,27.015083689748547,3.7225633786048355,2022-08-29,3.0,0.22908674877178814,2.0,0.6666666666666666,False,280.4165554072096,1,8,6,9,0,2022-08-15,95.45454545454545,2022-08-29,9.090909090909092
61,61,709,8484,8484,2022-08-23,0.0,0.0,28.743996,21.750017,91.732956,31.32542127444425,Sarkoy,Tekirdag,23,8,2022,"Sarkoy, Tekirdag",738390,0.9555555555555556,58.0,1.0,c9db0ac0-7dc1-431b-92b0-b18b546aacfa,,2022-08-02,1,test,21 days,147318,TR,Turkey,,,,ChIJO9Fy9_j1sxQRL5AohMpj6Uc,2022-08-23,,,,,101.0,,"Sarkoy, Tekirdag",2022-08-02,,,,,60.0,,"Sarkoy, Tekirdag",,,,,41.0,,0,2022-08-02,28.18399499963835,3.141426274805898,2022-08-23,3.0,0.22908674877178814,2.0,0.6666666666666666,False,280.4165554072096,1,8,6,9,0,2022-08-02,53.896103896103895,2022-08-23,88.31168831168831
62,62,713,8491,8491,2022-08-30,0.0,0.0,29.37282,20.89794,91.217545,30.911272307972897,Sarkoy,Tekirdag,30,8,2022,"Sarkoy, Tekirdag",738397,0.9267973856209152,62.0,1.0,cc7ccaee-b3f8-44ae-a42f-1940bd18111f,,2022-08-02,1,test,28 days,147324,TR,Turkey,,,,ChIJO9Fy9_j1sxQRL5AohMpj6Uc,2022-08-30,,,,,105.0,,"Sarkoy, Tekirdag",2022-08-02,,,,,60.0,,"Sarkoy, Tekirdag",,,,,45.0,,0,2022-08-02,28.18399499963835,2.7272773083345463,2022-08-30,3.0,0.22908674877178814,3.0,1.0,False,280.4165554072096,1,8,6,9,0,2022-08-02,53.896103896103895,2022-08-30,53.246753246753244
63,63,885,10769,10769,2022-07-14,0.0,0.0,41.059795,10.364374,40.738327,37.19731399251358,Idil,Sirnak,14,7,2022,"Idil, Sirnak",738350,0.9163398692810456,44.0,1.0,7f04c06a-7d59-40e0-9181-dd1b43e563c2,3.0,2022-07-07,3,test,7 days,143615,TR,Turkey,,,,ChIJXfxvLLbUC0ARDQu9VGFPsj4,2022-07-14,,,,,-10.0,,"Idil, Sirnak",2022-07-07,,,,,13.0,,"Idil, Sirnak",,,,,-23.0,,0,2022-07-07,35.18078503633542,2.0165289561781563,2022-07-14,3.0,0.22908674877178814,1.0,0.3333333333333333,False,752.1217910447762,0,1,7,1,0,2022-07-07,70.77922077922078,2022-07-14,6.1688311688311686
64,64,886,10770,10770,2022-07-15,0.0,0.0,42.49549,11.328351,39.391476,39.13125858124763,Idil,Sirnak,15,7,2022,"Idil, Sirnak",738351,0.9856209150326798,45.0,1.0,7f04c06a-7d59-40e0-9181-dd1b43e563c2,,2022-07-08,4,test,7 days,143616,TR,Turkey,,,,ChIJXfxvLLbUC0ARDQu9VGFPsj4,2022-07-15,,,,,8.0,,"Idil, Sirnak",2022-07-08,,,,,2.0,,"Idil, Sirnak",,,,,6.0,,0,2022-07-08,35.612025588543915,3.5192329927037136,2022-07-15,3.0,0.22908674877178814,2.0,0.6666666666666666,False,752.1217910447762,0,1,7,1,0,2022-07-08,71.42857142857143,2022-07-15,55.1948051948052
65,65,888,10773,10773,2022-07-18,0.0,0.0,40.27874,7.9646177,28.09023,37.34479091440642,Idil,Sirnak,18,7,2022,"Idil, Sirnak",738354,0.934640522875817,47.0,1.0,7eb94fb5-1dee-4d41-aa97-e4fba38b7cd8,3.0,2022-07-11,0,test,7 days,143617,TR,Turkey,,,,ChIJXfxvLLbUC0ARDQu9VGFPsj4,2022-07-18,,,,,16.0,,"Idil, Sirnak",2022-07-11,,,,,-41.0,,"Idil, Sirnak",,,,,57.0,,0,2022-07-11,33.91744402216544,3.427346892240976,2022-07-18,3.0,0.22908674877178814,1.0,0.3333333333333333,False,752.1217910447762,0,1,7,1,0,2022-07-11,6.1688311688311686,2022-07-18,6.1688311688311686
66,66,889,10774,10774,2022-07-19,0.0,0.0,40.320026,9.272211,29.685856,37.3736191503704,Idil,Sirnak,19,7,2022,"Idil, Sirnak",738355,0.9359477124183008,48.0,1.0,7eb94fb5-1dee-4d41-aa97-e4fba38b7cd8,,2022-07-12,1,test,7 days,143618,TR,Turkey,,,,ChIJXfxvLLbUC0ARDQu9VGFPsj4,2022-07-19,,,,,24.0,,"Idil, Sirnak",2022-07-12,,,,,-23.0,,"Idil, Sirnak",,,,,47.0,,0,2022-07-12,35.60073558986191,1.7728835605084896,2022-07-19,3.0,0.22908674877178814,2.0,0.6666666666666666,False,752.1217910447762,0,1,7,1,0,2022-07-12,50.649350649350644,2022-07-19,43.506493506493506
67,67,890,10775,10775,2022-07-20,0.0,0.0,41.5148,11.562335,38.97968,37.54733252690902,Idil,Sirnak,20,7,2022,"Idil, Sirnak",738356,0.9503267973856208,49.0,1.0,7eb94fb5-1dee-4d41-aa97-e4fba38b7cd8,,2022-07-06,2,test,14 days,143619,TR,Turkey,,,,ChIJXfxvLLbUC0ARDQu9VGFPsj4,2022-07-20,,,,,11.0,,"Idil, Sirnak",2022-07-06,,,,,14.0,,"Idil, Sirnak",,,,,-3.0,,0,2022-07-06,34.89926475038135,2.648067776527668,2022-07-20,3.0,0.22908674877178814,3.0,1.0,False,752.1217910447762,0,1,7,1,0,2022-07-06,26.623376623376622,2022-07-20,33.116883116883116
68,68,891,10784,10784,2022-07-29,0.0,0.0,41.577106,9.312042,36.927483,37.28586224218213,Idil,Sirnak,29,7,2022,"Idil, Sirnak",738365,0.9254901960784314,50.0,1.0,9b841166-67ad-4b4c-ba17-910a0e0b8fd0,9.0,2022-07-22,4,test,7 days,143626,TR,Turkey,,,,ChIJXfxvLLbUC0ARDQu9VGFPsj4,2022-07-29,,,,,16.0,,"Idil, Sirnak",2022-07-22,,,,,19.0,,"Idil, Sirnak",,,,,-3.0,,0,2022-07-22,35.11354826786559,2.1723139743165376,2022-07-29,9.0,0.8166767615586513,1.0,0.1111111111111111,True,752.1217910447762,0,1,7,1,0,2022-07-22,47.4025974025974,2022-07-29,72.72727272727273
