,adm2,adm1,date_heat,mob_index_heat,holiday_heat,makeup_day_heat,location,control_day,thi_heat,t2m_heat,datetime_heat,heat_ID,date_control,mob_index_control,holiday_control,makeup_day_control,mobility_difference,day_of_week,weekend,datetime_control,t2m_control,thi_control,thi_diff,datetime,Heat Wave Duration,dur_ranking,stage,month,hw_pct,early_hw,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popdens_dec,over60_dec,elev_1500m,baseline_mobility,mobility_diff_pct,time_x,rain_standard_control,time_y,rain_standard_heat,index
1260,shiyanshi,hubeisheng,2023-07-10,6.9187,0,0,"shiyanshi, hubeisheng",2023-06-26,36.67991947244719,31.823713,2023-07-10,963bc98c-b2ad-41a6-a100-f0040d2f4855,2023-06-26,6.6802,0,0,0.2385000000000001,0,0,2023-06-26,29.327785,30.78111997357125,5.898799498875938,2023-07-10,5.0,0.7172673777123942,3.0,6,0.3025497512437811,0,0.6,True,732.1838181373747,0,8,4,6,0,5.214499999999999,0.045737846389874416,2023-06-26,27.27272727272727,2023-07-10,39.61038961038961,1205
1261,yichangshi,hubeisheng,2023-07-10,7.6692,0,0,"yichangshi, hubeisheng",2023-06-26,36.80358474924424,31.347698,2023-07-10,64efa8d3-db67-4cb1-9de3-6f340ef10ee0,2023-06-26,7.301,0,0,0.3681999999999998,0,0,2023-06-26,28.449404,30.911317306697786,5.892267442546451,2023-07-10,4.0,0.5620632585509379,1.0,6,0.35945273631840796,0,0.25,True,661.9201918731968,0,8,4,10,0,5.442349999999999,0.06765459773810943,2023-06-26,40.25974025974026,2023-07-10,24.025974025974026,1206
1262,xiangyangshi,hubeisheng,2023-07-10,7.3564,0,0,"xiangyangshi, hubeisheng",2023-06-26,41.043573378607086,32.950462,2023-07-10,ace0db04-483f-46c7-8b92-c7f3f1e03425,2023-06-26,6.9715,0,0,0.3849,0,0,2023-06-26,30.90969,33.399971983349815,7.643601395257271,2023-07-10,7.0,0.9087899963221773,4.0,6,0.2733208955223881,0,0.5714285714285714,True,350.03613569321533,0,8,6,7,0,5.33345,0.07216717134312688,2023-06-26,29.22077922077922,2023-07-10,37.01298701298701,1207
1263,ezhoushi,hubeisheng,2023-07-10,6.2788,0,0,"ezhoushi, hubeisheng",2023-06-26,44.57793568807938,34.93207,2023-07-10,5416eec8-de93-4105-938a-45ebcabb9c7a,2023-06-26,6.1842,0,0,0.0946000000000006,0,0,2023-06-26,30.87327,34.38462847755073,10.193307210528651,2023-07-10,5.0,0.7172673777123942,2.0,6,0.33115671641791045,0,0.4,True,31.65032679738562,0,8,9,6,0,4.4411000000000005,0.02130102902434095,2023-06-26,34.41558441558442,2023-07-10,3.896103896103896,1208
1264,jingmenshi,hubeisheng,2023-07-10,7.6175,0,0,"jingmenshi, hubeisheng",2023-06-26,43.04968404491049,33.34247,2023-07-10,181589c7-acb5-4b1f-baed-e68258cb34b7,2023-06-26,7.231,0,0,0.3864999999999998,0,0,2023-06-26,31.385784,35.19334511450163,7.85633893040886,2023-07-10,4.0,0.5620632585509379,1.0,6,0.35945273631840796,0,0.25,True,120.26835367668949,0,8,5,9,0,5.21885,0.07405846115523532,2023-06-26,14.285714285714285,2023-07-10,27.27272727272727,1209
1265,xiaoganshi,hubeisheng,2023-07-10,6.5769,0,0,"xiaoganshi, hubeisheng",2023-06-26,42.616892849957544,33.256954,2023-07-10,c03e8698-adac-44c7-ae12-a3752ee4f97a,2023-06-26,6.384,0,0,0.1928999999999998,0,0,2023-06-26,31.054792,34.33026719976358,8.286625650193962,2023-07-10,4.0,0.5620632585509379,1.0,6,0.35945273631840796,0,0.25,True,78.92705668784554,0,8,8,8,0,4.7166,0.04089810456684896,2023-06-26,14.935064935064934,2023-07-10,23.376623376623375,1210
1266,jingzhoushi,hubeisheng,2023-07-10,7.1017,0,0,"jingzhoushi, hubeisheng",2023-06-26,43.5738634905658,33.86151,2023-07-10,74449d54-4d58-4541-b344-5f1aeb71cd51,2023-06-26,6.6274,0,0,0.4743000000000004,0,0,2023-06-26,31.598942,36.2161323386986,7.357731151867199,2023-07-10,4.0,0.5620632585509379,1.0,6,0.35945273631840796,0,0.25,True,43.537383423784185,0,8,7,9,0,4.7532499999999995,0.09978435807079376,2023-06-26,16.233766233766232,2023-07-10,5.844155844155844,1211
1267,huanggangshi,hubeisheng,2023-07-10,6.6857,0,0,"huanggangshi, hubeisheng",2023-06-26,41.395529785315475,33.49689,2023-07-10,97f1bb11-5bc7-4d45-a1bc-c0be99026c66,2023-06-26,6.5638,0,0,0.1219000000000001,0,0,2023-06-26,29.954762,32.80490065342325,8.590629131892221,2023-07-10,4.0,0.5620632585509379,1.0,6,0.35945273631840796,0,0.25,True,176.07371631926793,0,8,7,8,0,4.77525,0.025527459295324875,2023-06-26,40.909090909090914,2023-07-10,16.883116883116884,1212
1268,xianningshi,hubeisheng,2023-07-10,7.1757,0,0,"xianningshi, hubeisheng",2023-06-26,41.38285269560641,33.965923,2023-07-10,6bb7d229-284e-4efd-a7c7-82382b05bf3a,2023-06-26,7.2734,0,0,-0.0976999999999996,0,0,2023-06-26,30.615028,33.87297976458518,7.509872931021228,2023-07-10,6.0,0.8287054063994116,3.0,6,0.3025497512437811,0,0.5,True,188.06215946588904,0,8,6,5,0,5.4952000000000005,-0.017779152715096738,2023-06-26,20.12987012987013,2023-07-10,3.2467532467532463,1213
1269,suizhoushi,hubeisheng,2023-07-10,6.8217,0,0,"suizhoushi, hubeisheng",2023-06-26,41.77777465792523,32.95589,2023-07-10,15509b44-37ae-4f9b-8d3d-cb582a2b3b5d,2023-06-26,6.7107,0,0,0.1109999999999997,0,0,2023-06-26,30.85223,33.36053622442086,8.417238433504366,2023-07-10,6.0,0.8287054063994116,3.0,6,0.3025497512437811,0,0.5,True,188.8134011230839,0,8,5,8,0,4.76135,0.023312715931405943,2023-06-26,14.285714285714285,2023-07-10,46.75324675324675,1214
1270,xiantaoshi,hubeisheng,2023-07-10,7.0388,0,0,"xiantaoshi, hubeisheng",2023-06-26,43.965443218792565,33.791767,2023-07-10,9d5d9949-c54d-4892-b300-77070b913dc9,2023-06-26,6.4483,0,0,0.5905000000000005,0,0,2023-06-26,31.433172,35.75252876625409,8.212914452538477,2023-07-10,4.0,0.5620632585509379,1.0,6,0.35945273631840796,0,0.25,True,26.71777516185992,0,8,8,9,0,4.4758,0.13193172170338274,2023-06-26,20.12987012987013,2023-07-10,9.090909090909092,1215
1271,qianjiangshi,hubeisheng,2023-07-10,6.9249,0,0,"qianjiangshi, hubeisheng",2023-06-26,44.00240805413992,33.5643,2023-07-10,08085e9f-0619-4730-b86e-755ee223e196,2023-06-26,6.3753,0,0,0.5495999999999999,0,0,2023-06-26,31.588509,36.220721271303006,7.781686782836914,2023-07-10,4.0,0.5620632585509379,1.0,6,0.35945273631840796,0,0.25,True,29.847721378288256,0,8,7,9,0,4.5842,0.11989005715282926,2023-06-26,13.636363636363635,2023-07-10,10.38961038961039,1216
1272,tianmenshi,hubeisheng,2023-07-10,7.0675,0,0,"tianmenshi, hubeisheng",2023-06-26,43.83252461751306,33.501507,2023-07-10,9fb3a20f-8d0b-4b6f-8c58-db976e88c96a,2023-06-26,6.4423,0,0,0.6251999999999995,0,0,2023-06-26,31.440672,35.79482791399718,8.037696703515877,2023-07-10,4.0,0.5620632585509379,1.0,6,0.35945273631840796,0,0.25,True,31.107183257918553,0,8,7,10,0,4.75135,0.13158365517168794,2023-06-26,14.285714285714285,2023-07-10,20.77922077922078,1217
1274,zhuzhoushi,hunansheng,2023-07-10,6.8602,0,0,"zhuzhoushi, hunansheng",2023-07-03,39.720030412987406,34.492287,2023-07-10,8f56913a-0f3b-4559-b7cd-fb43002c92de,2023-07-03,6.9094,0,0,-0.0491999999999999,0,0,2023-07-03,32.050438,38.28838897609565,1.431641436891752,2023-07-10,5.0,0.7172673777123942,1.0,7,0.35945273631840796,0,0.2,True,307.12335637793143,0,6,7,7,0,5.4429,-0.009039298903158225,2023-07-03,17.532467532467532,2023-07-10,9.090909090909092,1218
1275,yiyangshi,hunansheng,2023-07-10,6.4642,0,0,"yiyangshi, hunansheng",2023-06-26,41.45661200713589,33.95112,2023-07-10,a024ac21-fe3c-4141-a388-d0f81ad29ed2,2023-06-26,6.3506,0,0,0.1135999999999999,0,0,2023-06-26,30.675808,34.514614128918424,6.941997878217464,2023-07-10,7.0,0.9087899963221773,4.0,6,0.2733208955223881,0,0.5714285714285714,True,203.44946499541425,0,6,6,9,0,4.7234,0.024050472117542427,2023-06-26,24.675324675324674,2023-07-10,1.948051948051948,1219
1276,chenzhoushi,hunansheng,2023-07-10,6.7771,0,0,"chenzhoushi, hunansheng",2023-07-03,36.886693236888306,32.832325,2023-07-10,b4ae8f91-64a2-455b-9721-7daa43da9e43,2023-07-03,6.8185,0,0,-0.0414000000000003,0,0,2023-07-03,30.436583,34.48298842818652,2.4037048087017823,2023-07-10,2.0,0.11134608311879367,1.0,7,0.35945273631840796,0,0.5,False,506.2960842774796,0,6,5,5,0,5.2581500000000005,-0.007873491627283416,2023-07-03,23.376623376623375,2023-07-10,10.38961038961039,1220
1277,shenzhenshi,guangdongsheng,2023-07-10,6.3266,0,0,"shenzhenshi, guangdongsheng",2023-07-03,40.911902194552994,31.99975,2023-07-10,3f7108af-4c34-411c-b6fb-7d648a76f786,2023-07-03,6.3001,0,0,0.0265000000000004,0,0,2023-07-03,28.68102,34.3404530966034,6.571449097949596,2023-07-10,2.0,0.11134608311879367,2.0,7,0.33115671641791045,0,1.0,False,83.02879156528792,1,9,10,1,0,5.098599999999999,0.005197505197505277,2023-07-03,69.48051948051948,2023-07-10,16.233766233766232,1221
1278,baiseshi,guangxizhuangzuzizhiqu,2023-07-10,7.2134,0,0,"baiseshi, guangxizhuangzuzizhiqu",2023-06-26,35.672736388992746,32.757225,2023-07-10,3fc6b729-816e-4722-a719-ec8165c83226,2023-06-26,6.9612,0,0,0.2522000000000002,0,0,2023-06-26,27.959988,29.673324414118856,5.99941197487389,2023-07-10,4.0,0.5620632585509379,1.0,6,0.35945273631840796,0,0.25,True,743.1097196989359,0,2,3,4,0,5.60805,0.044971068374925365,2023-06-26,42.2077922077922,2023-07-10,23.376623376623375,1222
1279,hechishi,guangxizhuangzuzizhiqu,2023-07-10,6.6286,0,0,"hechishi, guangxizhuangzuzizhiqu",2023-06-19,36.56724477503764,30.945564,2023-07-10,cb6d3bc4-4334-4c96-94d0-0b8c01da5d94,2023-06-19,6.1469,0,0,0.4817,0,0,2023-06-19,29.16905,33.26734602650917,3.29989874852847,2023-07-10,4.0,0.5620632585509379,1.0,6,0.35945273631840796,0,0.25,True,541.7406779661017,0,2,3,5,0,5.2391000000000005,0.09194327269950946,2023-06-19,80.51948051948052,2023-07-10,25.324675324675322,1223
1280,chongqingshi,chongqingshi,2023-07-10,6.7533,0,0,"chongqingshi, chongqingshi",2023-06-26,35.65304400034,30.845034,2023-07-10,167910d9-df43-4673-a09e-38654cc02bbe,2023-06-26,6.6278,0,0,0.1255000000000006,0,0,2023-06-26,29.48099,31.86362884816344,3.789415152176563,2023-07-10,4.0,0.5620632585509379,1.0,6,0.35945273631840796,0,0.25,True,734.2678606803897,0,7,7,8,0,5.23935,0.023953352992260608,2023-06-26,14.935064935064934,2023-07-10,25.324675324675322,1224
1281,chengdushi,sichuansheng,2023-07-10,7.3813,0,0,"chengdushi, sichuansheng",2023-07-03,36.36930986892349,33.28361,2023-07-10,14c4f20d-ad05-4f76-85b0-47434b0e0d17,2023-07-03,7.3464,0,0,0.0349000000000003,0,0,2023-07-03,26.95887,29.90377060202669,6.465539266896798,2023-07-10,4.0,0.5620632585509379,3.0,7,0.3025497512437811,0,0.75,True,774.4732101497762,0,3,10,5,0,5.63425,0.0061942583307450505,2023-07-03,96.1038961038961,2023-07-10,32.467532467532465,1225
1282,zigongshi,sichuansheng,2023-07-10,6.3865,0,0,"zigongshi, sichuansheng",2023-07-03,43.40558529668004,37.066936,2023-07-10,c2129165-5b40-4eac-b81d-1fcfd6c76a77,2023-07-03,6.4477,0,0,-0.0612000000000003,0,0,2023-07-03,30.796812,36.666536377248015,6.7390489194320224,2023-07-10,3.0,0.3423133504965061,2.0,7,0.33115671641791045,0,0.6666666666666666,False,370.3898478892497,0,3,8,10,0,5.06545,-0.012081848601802466,2023-07-03,94.15584415584416,2023-07-10,14.285714285714285,1226
1283,luzhoushi,sichuansheng,2023-07-10,6.5201,0,0,"luzhoushi, sichuansheng",2023-06-26,38.86853840616018,33.431038,2023-07-10,72a6c6ed-4b85-4c73-adfc-030ae0ca5bd2,2023-06-26,6.4963,0,0,0.0238000000000004,0,0,2023-06-26,31.253134,34.32076451513506,4.547773891025116,2023-07-10,3.0,0.3423133504965061,1.0,6,0.35945273631840796,0,0.3333333333333333,False,703.8307654381856,0,3,7,9,0,5.153650000000001,0.004618086210743919,2023-06-26,9.090909090909092,2023-07-10,11.03896103896104,1227
1284,deyangshi,sichuansheng,2023-07-10,6.8383,0,0,"deyangshi, sichuansheng",2023-07-03,36.17453929564966,32.990345,2023-07-10,3e8a1e0c-e783-4094-b077-e271f05c4017,2023-07-03,6.6765,0,0,0.1618000000000004,0,0,2023-07-03,25.921665,28.694772171379984,7.479767124269674,2023-07-10,5.0,0.7172673777123942,3.0,7,0.3025497512437811,0,0.6,True,784.6764267990075,0,3,8,10,0,4.96105,0.03261406355509426,2023-07-03,96.75324675324676,2023-07-10,40.25974025974026,1228
1285,mianyangshi,sichuansheng,2023-07-10,6.9461,0,0,"mianyangshi, sichuansheng",2023-07-03,30.674463637691023,28.579885,2023-07-10,ebae2362-8f45-43f0-b14b-00495be4a94b,2023-07-03,6.4891,0,0,0.4570000000000007,0,0,2023-07-03,22.600317,23.86788725151283,6.806576386178193,2023-07-10,6.0,0.8287054063994116,4.0,7,0.2733208955223881,0,0.6666666666666666,True,1230.6308135349173,0,3,5,9,0,5.280799999999999,0.08653991819421314,2023-07-03,98.05194805194806,2023-07-10,42.857142857142854,1229
1286,suiningshi,sichuansheng,2023-07-10,6.6156,0,0,"suiningshi, sichuansheng",2023-07-03,41.05620173781134,35.33846,2023-07-10,186693ae-790f-45f7-b75d-aacbbcd080d2,2023-07-03,6.4424,0,0,0.1731999999999995,0,0,2023-07-03,27.616842,31.44062182267385,9.615579915137491,2023-07-10,3.0,0.3423133504965061,1.0,7,0.35945273631840796,0,0.3333333333333333,False,362.1577925679423,0,3,8,10,0,5.3243,0.03253009785323883,2023-07-03,96.75324675324676,2023-07-10,33.76623376623377,1230
1287,neijiangshi,sichuansheng,2023-07-10,6.1423,0,0,"neijiangshi, sichuansheng",2023-07-03,42.1743151629413,36.313725,2023-07-10,92e34f62-26c1-4bbb-8c0b-7dd778153269,2023-07-03,6.1941,0,0,-0.0518,0,0,2023-07-03,29.372213,34.46843363444014,7.705881528501159,2023-07-10,3.0,0.3423133504965061,1.0,7,0.35945273631840796,0,0.3333333333333333,False,403.9475432525951,0,3,8,10,0,4.64495,-0.011151896145276053,2023-07-03,96.1038961038961,2023-07-10,17.532467532467532,1231
1288,leshanshi,sichuansheng,2023-07-10,6.7038,0,0,"leshanshi, sichuansheng",2023-07-03,35.282042328550425,31.226727,2023-07-10,b18302d3-2b75-4c8e-874b-5345a3756eac,2023-07-03,6.8664,0,0,-0.1625999999999994,0,0,2023-07-03,26.371286,28.968718245952452,6.313324082597973,2023-07-10,4.0,0.5620632585509379,3.0,7,0.3025497512437811,0,0.75,True,1064.9550376647835,0,3,6,9,0,4.973,-0.03269656143173123,2023-07-03,96.1038961038961,2023-07-10,18.181818181818183,1232
1289,meishanshi,sichuansheng,2023-07-10,6.9102,0,0,"meishanshi, sichuansheng",2023-07-03,38.38797402178124,35.002857,2023-07-10,25789fee-a735-44f3-a0b7-60fbe5b03ff2,2023-07-03,6.9586,0,0,-0.0484,0,0,2023-07-03,28.645002,32.19320028256151,6.194773739219727,2023-07-10,4.0,0.5620632585509379,3.0,7,0.3025497512437811,0,0.75,True,679.6727064459023,0,3,7,10,0,4.81955,-0.010042431347324958,2023-07-03,90.25974025974025,2023-07-10,16.233766233766232,1233
1290,yibinshi,sichuansheng,2023-07-10,7.1213,0,0,"yibinshi, sichuansheng",2023-07-03,41.87948983065552,35.10415,2023-07-10,20ebbc07-2505-4461-996e-98254543050c,2023-07-03,7.1936,0,0,-0.0723000000000002,0,0,2023-07-03,29.46544,34.22868472231436,7.65080510834116,2023-07-10,4.0,0.5620632585509379,2.0,7,0.33115671641791045,0,0.5,True,571.7654271927335,0,3,7,7,0,5.18885,-0.013933723272015995,2023-07-03,97.40259740259741,2023-07-10,12.987012987012985,1234
1291,guanganshi,sichuansheng,2023-07-10,6.3322,0,0,"guanganshi, sichuansheng",2023-07-03,40.82306690316986,32.938057,2023-07-10,b69a85ad-c166-421e-863a-441e6fe2b26c,2023-07-03,6.1746,0,0,0.1576000000000004,0,0,2023-07-03,28.785044,34.491183531160196,6.3318833720096634,2023-07-10,3.0,0.3423133504965061,1.0,7,0.35945273631840796,0,0.3333333333333333,False,410.7034755317912,0,3,8,10,0,5.0046,0.0314910282540064,2023-07-03,93.5064935064935,2023-07-10,21.428571428571427,1235
1292,yaanshi,sichuansheng,2023-07-10,6.9746,0,0,"yaanshi, sichuansheng",2023-06-19,25.25229132674869,24.337704,2023-07-10,ae1ab77f-56f7-4f3e-b108-b3c736905fd3,2023-06-19,6.6958,0,0,0.2787999999999995,0,0,2023-06-19,18.583149,18.47454172955478,6.77774959719391,2023-07-10,3.0,0.3423133504965061,3.0,6,0.3025497512437811,0,1.0,False,2088.3644360976573,0,3,3,8,1,4.86975,0.057251398942450744,2023-06-19,55.84415584415584,2023-07-10,12.987012987012985,1236
1293,ziyangshi,sichuansheng,2023-07-10,6.2086,0,0,"ziyangshi, sichuansheng",2023-07-03,41.84204159123094,36.01334,2023-07-10,0dc82766-d9e9-409c-b810-7b0dabd9a6c7,2023-07-03,6.2384,0,0,-0.0298000000000007,0,0,2023-07-03,28.366259,32.810787698777816,9.031253892453122,2023-07-10,3.0,0.3423133504965061,1.0,7,0.35945273631840796,0,0.3333333333333333,False,395.211254851229,0,3,7,10,0,4.6055,-0.006470524373032396,2023-07-03,96.1038961038961,2023-07-10,22.07792207792208,1237
1296,anshunshi,guizhousheng,2023-07-10,6.5852,0,0,"anshunshi, guizhousheng",2023-06-26,31.186047401748823,29.430737,2023-07-10,fd510a15-cc4c-40c0-9e34-e52fcd87989e,2023-06-26,6.364,0,0,0.2212000000000005,0,0,2023-06-26,27.431257,28.438012651146103,2.74803475060272,2023-07-10,4.0,0.5620632585509379,1.0,6,0.35945273631840796,0,0.25,True,1205.1559157754011,0,1,6,3,0,5.601,0.03949294768791296,2023-06-26,18.83116883116883,2023-07-10,24.025974025974026,1238
1297,bijieshi,guizhousheng,2023-07-10,7.001,0,0,"bijieshi, guizhousheng",2023-06-26,28.220905003154616,27.183464,2023-07-10,0ccc2999-4c90-44aa-b460-254c2b673e02,2023-06-26,6.9006,0,0,0.1004000000000004,0,0,2023-06-26,25.67047,26.00177222084405,2.2191327823105667,2023-07-10,4.0,0.5620632585509379,1.0,6,0.35945273631840796,0,0.25,True,1686.6010007676343,0,1,6,2,1,5.6568000000000005,0.01774855041719707,2023-06-26,18.181818181818183,2023-07-10,14.935064935064934,1239
1298,qianxinanbuyizumiaozuzizhizhou,guizhousheng,2023-07-10,7.2198,0,0,"qianxinanbuyizumiaozuzizhizhou, guizhousheng",2023-06-26,33.07040706018977,31.40297,2023-07-10,ffa866b9-04b5-4ab3-84b5-9aaddb10fb46,2023-06-26,7.1455,0,0,0.0743,0,0,2023-06-26,27.739954,28.90594780611503,4.1644592540747425,2023-07-10,4.0,0.5620632585509379,1.0,6,0.35945273631840796,0,0.25,True,1157.1746281068097,0,1,4,3,0,6.20625,0.011971802618328298,2023-06-26,29.87012987012987,2023-07-10,38.311688311688314,1240
1299,zhaotongshi,yunnansheng,2023-07-10,6.774,0,0,"zhaotongshi, yunnansheng",2023-06-19,29.991320700311892,28.262617,2023-07-10,838f53a1-2064-4d48-bd6b-433b283b0b1f,2023-06-19,6.2214,0,0,0.5526,0,0,2023-06-19,22.238934,22.32116677241074,7.670153927901151,2023-07-10,3.0,0.3423133504965061,1.0,6,0.35945273631840796,0,0.3333333333333333,False,1696.533450229296,0,2,5,2,1,5.60585,0.09857559513722272,2023-06-19,88.96103896103897,2023-07-10,9.090909090909092,1241
1305,xianshi,shaanxisheng,2023-07-10,7.7328,0,0,"xianshi, shaanxisheng",2023-06-19,34.867076589100435,31.70028,2023-07-10,587214c9-5eb4-4969-b3c7-b99b92e43053,2023-06-19,7.5399,0,0,0.1928999999999998,0,0,2023-06-19,25.749983,25.76536665706101,9.101709932039427,2023-07-10,6.0,0.8287054063994116,4.0,6,0.2733208955223881,0,0.6666666666666666,True,1027.1910680429746,0,6,10,3,0,5.57805,0.03458197757280766,2023-06-19,8.441558441558442,2023-07-10,37.66233766233766,1242
1306,tongchuanshi,shaanxisheng,2023-07-10,7.3467,0,0,"tongchuanshi, shaanxisheng",2023-06-19,33.637733013309266,33.809803,2023-07-10,c6bfdfcb-f39a-4efb-8709-5456a8b0f408,2023-06-19,7.1539,0,0,0.1928,0,0,2023-06-19,27.791618,27.67646744934443,5.961265563964837,2023-07-10,6.0,0.8287054063994116,4.0,6,0.2733208955223881,0,0.6666666666666666,True,1128.5518298179195,0,6,4,8,0,4.74705,0.04061469754900412,2023-06-19,5.194805194805195,2023-07-10,6.493506493506493,1243
1307,baojishi,shaanxisheng,2023-07-10,7.4232,0,0,"baojishi, shaanxisheng",2023-06-19,30.89368115049424,29.474771,2023-07-10,7cd1363d-a076-4a80-aa6e-df92ea99ccdc,2023-06-19,7.2193,0,0,0.2038999999999999,0,0,2023-06-19,26.010958,25.53197001447585,5.361711136018389,2023-07-10,6.0,0.8287054063994116,4.0,6,0.2733208955223881,0,0.6666666666666666,True,1352.6227472183043,0,6,5,9,0,5.095599999999999,0.04001491482847946,2023-06-19,2.5974025974025974,2023-07-10,44.15584415584416,1244
1308,xianyangshi,shaanxisheng,2023-07-10,6.9462,0,0,"xianyangshi, shaanxisheng",2023-06-19,36.51276680876463,34.27427,2023-07-10,c46e8862-f8be-4a4a-94c6-6ba489587204,2023-06-19,6.9639,0,0,-0.0176999999999996,0,0,2023-06-19,28.356958,28.378281168716025,8.134485640048606,2023-07-10,6.0,0.8287054063994116,4.0,6,0.2733208955223881,0,0.6666666666666666,True,889.8545169854993,0,6,8,7,0,4.478899999999999,-0.0039518631806916,2023-06-19,12.337662337662337,2023-07-10,32.467532467532465,1245
1309,weinanshi,shaanxisheng,2023-07-10,7.245,0,0,"weinanshi, shaanxisheng",2023-06-19,37.78900642221515,35.521507,2023-07-10,08a9ea4c-c5ec-4c6d-a6f6-927cdeae9b8a,2023-06-19,7.0324,0,0,0.2126000000000001,0,0,2023-06-19,28.634172,28.86677043634707,8.922235985868081,2023-07-10,6.0,0.8287054063994116,4.0,6,0.2733208955223881,0,0.6666666666666666,True,673.7905507559395,0,6,7,9,0,4.665800000000001,0.04556560504093619,2023-06-19,11.688311688311687,2023-07-10,1.948051948051948,1246
1310,yananshi,shaanxisheng,2023-07-10,8.1059,0,0,"yananshi, shaanxisheng",2023-06-19,33.066283303273515,34.22878,2023-07-10,4a33317a-7d8b-45cb-9bea-74081430c8fd,2023-06-19,8.0053,0,0,0.1006,0,0,2023-06-19,28.441751,27.59286591066049,5.473417392613026,2023-07-10,7.0,0.9087899963221773,5.0,6,0.24875621890547264,0,0.7142857142857143,True,1242.9411852487456,0,6,2,3,0,5.0267,0.020013129886406588,2023-06-19,5.844155844155844,2023-07-10,9.090909090909092,1247
1311,hanzhongshi,shaanxisheng,2023-07-10,7.3691,0,0,"hanzhongshi, shaanxisheng",2023-07-03,30.34981475166431,28.164526,2023-07-10,6e6949ee-1b99-497b-a0fc-89de3bf0f82c,2023-07-03,6.2303,0,0,1.1388000000000007,0,0,2023-07-03,20.83689,21.484310222733352,8.865504528930959,2023-07-10,6.0,0.8287054063994116,4.0,7,0.2733208955223881,0,0.6666666666666666,True,1133.57175066313,0,6,3,9,0,5.28895,0.2153168398264307,2023-07-03,100.0,2023-07-10,43.506493506493506,1248
1312,yulinshi_sx,shaanxisheng,2023-07-10,9.2687,0,0,"yulinshi_sx, shaanxisheng",2023-06-26,32.637151544601906,34.468494,2023-07-10,c1df2b97-8a93-41e5-b686-7ff4e5a87e3b,2023-06-26,8.6121,0,0,0.656600000000001,0,0,2023-06-26,29.215067,28.068297976315435,4.568853568286471,2023-07-10,3.0,0.3423133504965061,2.0,6,0.33115671641791045,0,0.6666666666666666,False,1217.0737251077485,0,6,3,3,0,5.0834,0.12916551914073277,2023-06-26,75.97402597402598,2023-07-10,3.2467532467532463,1249
1313,ankangshi,shaanxisheng,2023-07-10,6.58,0,0,"ankangshi, shaanxisheng",2023-07-03,32.75175571441654,29.736685,2023-07-10,e6522894-ba5e-4568-b7dc-dd9f0d69c41b,2023-07-03,6.0308,0,0,0.5491999999999999,0,0,2023-07-03,24.056587,25.61723918827727,7.134516526139269,2023-07-10,5.0,0.7172673777123942,3.0,7,0.3025497512437811,0,0.6,True,1036.4822253712032,0,6,3,8,0,5.0817499999999995,0.10807300634623898,2023-07-03,98.05194805194806,2023-07-10,32.467532467532465,1250
1314,shangluoshi,shaanxisheng,2023-07-10,7.6444,0,0,"shangluoshi, shaanxisheng",2023-07-03,32.91452761640779,30.677454,2023-07-10,3dfd36e3-4f38-4e3d-9ff9-6ca0791c5c51,2023-07-03,6.5269,0,0,1.1174999999999995,0,0,2023-07-03,21.865704,22.711134555449583,10.203393060958206,2023-07-10,6.0,0.8287054063994116,4.0,7,0.2733208955223881,0,0.6666666666666666,True,1082.954813000402,0,6,3,7,0,4.41735,0.2529797276647763,2023-07-03,98.05194805194806,2023-07-10,40.25974025974026,1251
1315,lanzhoushi,gansusheng,2023-07-10,6.6129,0,0,"lanzhoushi, gansusheng",2023-07-03,30.672039821230175,32.052193,2023-07-10,6f860e86-9bb9-488a-86d1-a9c0316c93f1,2023-07-03,6.442,0,0,0.1708999999999996,0,0,2023-07-03,20.844835,19.851059469074468,10.820980352155708,2023-07-10,3.0,0.3423133504965061,3.0,7,0.3025497512437811,0,1.0,False,2098.504579952892,0,1,7,4,1,4.97775,0.03433278087489319,2023-07-03,99.35064935064936,2023-07-10,37.01298701298701,1252
1316,baiyinshi,gansusheng,2023-07-10,6.8974,0,0,"baiyinshi, gansusheng",2023-07-03,30.952554723536046,32.45522,2023-07-10,cc2199d5-2094-419b-9e47-527943eb0952,2023-07-03,6.5445,0,0,0.3529,0,0,2023-07-03,21.157806,20.189602064411144,10.762952659124903,2023-07-10,3.0,0.3423133504965061,3.0,7,0.3025497512437811,0,1.0,False,1856.1744253959528,0,1,2,6,1,4.6998999999999995,0.07508670397242495,2023-07-03,99.35064935064936,2023-07-10,50.0,1253
1317,tianshuishi,gansusheng,2023-07-10,6.0719,0,0,"tianshuishi, gansusheng",2023-07-03,27.71094222933232,27.451994,2023-07-10,18ad469e-9778-420e-baca-759aa9dd79b4,2023-07-03,5.2583,0,0,0.8136000000000001,0,0,2023-07-03,18.359587,18.207934017069892,9.50300821226243,2023-07-10,6.0,0.8287054063994116,5.0,7,0.24875621890547264,0,0.8333333333333334,True,1725.915806116903,0,1,5,4,1,4.32275,0.1882135214851657,2023-07-03,98.05194805194806,2023-07-10,29.22077922077922,1254
