,adm2,adm1,date_heat,mob_index_heat,holiday_heat,makeup_day_heat,location,control_day,thi_heat,t2m_heat,datetime_heat,heat_ID,date_control,mob_index_control,holiday_control,makeup_day_control,mobility_difference,day_of_week,weekend,datetime_control,t2m_control,thi_control,thi_diff,datetime,Heat Wave Duration,dur_ranking,stage,month,hw_pct,early_hw,stage_frac,heatwave_dur,mean_elev,coast,HDI_dec,popdens_dec,over60_dec,elev_1500m,baseline_mobility,mobility_diff_pct,time_x,rain_standard_control,time_y,rain_standard_heat,index
0,panzhihuashi,sichuansheng,2023-05-04,5.9319,0,0,"panzhihuashi, sichuansheng",2023-05-11,28.726560207683544,30.694014,2023-05-04,dc6bc926-6426-486b-9574-4fa3932d7a1f,2023-05-11,5.9717,0,0,-0.0398000000000005,3,0,2023-05-11,26.439928,25.181438860882015,3.5451213468015297,2023-05-04,3.0,0.3423133504965061,1.0,5,0.003420398009950249,1,0.3333333333333333,False,1854.6695616211744,0,3,4,7,1,5.1023,-0.007800403739490133,2023-05-11,27.27272727272727,2023-05-04,1.2987012987012987,0
1,liupanshuishi,guizhousheng,2023-05-04,5.9475,0,0,"liupanshuishi, guizhousheng",2023-05-18,29.178416952811713,30.769066,2023-05-04,c42dbac4-c76e-4c08-94b6-ac82f653ca83,2023-05-18,6.0017,0,0,-0.0541999999999998,3,0,2023-05-18,21.985855,21.993369711153925,7.185047241657788,2023-05-04,3.0,0.3423133504965061,2.0,5,0.0009328358208955224,1,0.6666666666666666,False,1712.86992248062,0,1,6,2,1,5.624750000000001,-0.00963598382150314,2023-05-18,80.51948051948052,2023-05-04,2.5974025974025974,1
2,anshunshi,guizhousheng,2023-05-04,5.6763,0,0,"anshunshi, guizhousheng",2023-05-18,31.87281550702153,33.24921,2023-05-04,bc827b74-4630-4f19-b0f2-7669a9014f2c,2023-05-18,5.6336,0,0,0.0426999999999999,3,0,2023-05-18,24.95534,25.2992897140546,6.573525792966933,2023-05-04,3.0,0.3423133504965061,2.0,5,0.0009328358208955224,1,0.6666666666666666,False,1205.1559157754011,0,1,6,3,0,5.776400000000001,0.007392147358216171,2023-05-18,88.31168831168831,2023-05-04,4.545454545454546,2
3,qianxinanbuyizumiaozuzizhizhou,guizhousheng,2023-05-04,6.4739,0,0,"qianxinanbuyizumiaozuzizhizhou, guizhousheng",2023-05-18,34.34690339840216,36.242348,2023-05-04,104a9416-c709-4996-9b4a-96dd3db93236,2023-05-18,6.4003,0,0,0.0736000000000007,3,0,2023-05-18,27.669476,28.61245903470945,5.734444363692713,2023-05-04,2.0,0.11134608311879367,1.0,5,0.003420398009950249,1,0.5,False,1157.1746281068097,0,1,4,3,0,6.5286,0.011273473639065145,2023-05-18,88.96103896103897,2023-05-04,1.948051948051948,3
4,kunmingshi,yunnansheng,2023-05-04,6.2426,0,0,"kunmingshi, yunnansheng",2023-05-11,26.894816335731555,28.170034,2023-05-04,40727eba-2fdc-4448-8166-a4426611cc52,2023-05-11,6.2958,0,0,-0.0531999999999994,3,0,2023-05-11,24.061598,23.23020484497019,3.6646114907613665,2023-05-04,6.0,0.8287054063994116,1.0,5,0.003420398009950249,1,0.16666666666666666,True,2097.502947027186,0,2,7,2,1,5.15285,-0.010324383593545204,2023-05-11,51.298701298701296,2023-05-04,0.6493506493506493,4
5,qujingshi,yunnansheng,2023-05-04,6.5104,0,0,"qujingshi, yunnansheng",2023-05-18,28.052388583755796,29.661083,2023-05-04,108fb887-3790-4bb3-b3ef-ba8fd269fe99,2023-05-18,6.4973,0,0,0.0130999999999996,3,0,2023-05-18,24.145678,23.99044514035616,4.061943443399635,2023-05-04,3.0,0.3423133504965061,1.0,5,0.003420398009950249,1,0.3333333333333333,False,2012.0759395686523,0,2,5,3,1,5.59495,0.002341397152789498,2023-05-18,69.48051948051948,2023-05-04,1.2987012987012987,5
6,honghehanizuyizuzizhizhou,yunnansheng,2023-05-04,5.8298,0,0,"honghehanizuyizuzizhizhou, yunnansheng",2023-05-11,29.263964497698353,29.93541,2023-05-04,3e168614-666f-43b2-9297-5effdc13faaf,2023-05-11,5.8543,0,0,-0.0245000000000006,3,0,2023-05-11,25.897821,26.22568144428135,3.038283053417004,2023-05-04,4.0,0.5620632585509379,1.0,5,0.003420398009950249,1,0.25,True,1487.744582915065,0,2,4,3,0,5.1738,-0.004735397580115312,2023-05-11,66.88311688311688,2023-05-04,1.2987012987012987,6
7,wenshanzhuangzumiaozuzizhizhou,yunnansheng,2023-05-04,5.9856,0,0,"wenshanzhuangzumiaozuzizhizhou, yunnansheng",2023-05-18,31.046588016035884,31.867739,2023-05-04,55635ea9-a003-443e-bab6-57a8fd056f6b,2023-05-18,6.0413,0,0,-0.0556999999999998,3,0,2023-05-18,28.89927,29.363889823131306,1.682698192904578,2023-05-04,3.0,0.3423133504965061,1.0,5,0.003420398009950249,1,0.3333333333333333,False,1362.1471952131635,0,2,3,2,0,6.2763,-0.008874655449866927,2023-05-18,46.103896103896105,2023-05-04,7.792207792207792,7
8,baiseshi,guangxizhuangzuzizhiqu,2023-05-05,6.3071,0,0,"baiseshi, guangxizhuangzuzizhiqu",2023-05-19,37.09834327863914,35.23041,2023-05-05,aa69fd40-2fdf-44b7-9e51-81a10ae096c4,2023-05-19,6.7314,0,0,-0.4242999999999997,4,0,2023-05-19,29.391106,32.73930893676929,4.359034341869851,2023-05-05,2.0,0.11134608311879367,1.0,5,0.00808457711442786,1,0.5,False,743.1097196989359,0,2,3,4,0,6.13715,-0.06913632549310342,2023-05-19,81.81818181818183,2023-05-05,5.194805194805195,8
9,chongzuoshi,guangxizhuangzuzizhiqu,2023-05-05,5.9387,0,0,"chongzuoshi, guangxizhuangzuzizhiqu",2023-05-26,41.01232642972106,34.82599,2023-05-05,5f819e46-14c5-4923-b9b3-df52eec5c62e,2023-05-26,6.3788,0,0,-0.4401000000000001,4,0,2023-05-26,30.297106,35.16683709795237,5.84548933176869,2023-05-05,2.0,0.11134608311879367,1.0,5,0.00808457711442786,1,0.5,False,306.9088458375217,0,2,3,5,0,5.45945,-0.08061251591277512,2023-05-26,46.103896103896105,2023-05-05,2.5974025974025974,9
10,danzhoushi,hainansheng,2023-05-05,6.0422,0,0,"danzhoushi, hainansheng",2023-05-26,42.03992032100196,36.45369,2023-05-05,342a4d54-2303-4eb0-bbfa-0abe919969b8,2023-05-26,6.2976,0,0,-0.2553999999999998,4,0,2023-05-26,32.168365,39.27003886318469,2.76988145781727,2023-05-05,3.0,0.3423133504965061,1.0,5,0.00808457711442786,1,0.3333333333333333,False,104.75868820362211,1,7,6,2,0,5.7093,-0.04473403044156023,2023-05-26,85.06493506493507,2023-05-05,3.896103896103896,10
11,dongfangshi,hainansheng,2023-05-05,6.8845,0,0,"dongfangshi, hainansheng",2023-05-26,39.18064023241589,33.626816,2023-05-05,7de68151-bd33-45aa-b9f3-5fd1c5eb53a9,2023-05-26,7.2327,0,0,-0.3482000000000003,4,0,2023-05-26,31.69849,37.78146437656736,1.399175855848533,2023-05-05,4.0,0.5620632585509379,1.0,5,0.00808457711442786,1,0.25,True,158.94325481798714,1,7,5,2,0,6.327299999999999,-0.05503137199121273,2023-05-26,74.02597402597402,2023-05-05,3.896103896103896,11
12,chengmaixian,hainansheng,2023-05-05,6.4175,0,0,"chengmaixian, hainansheng",2023-05-26,42.75389537104858,36.51031,2023-05-05,b0475e8d-3140-416f-8903-6734275cb3b6,2023-05-26,6.7784,0,0,-0.3609,4,0,2023-05-26,31.962013,40.167519180863025,2.586376190185554,2023-05-05,3.0,0.3423133504965061,1.0,5,0.00808457711442786,1,0.3333333333333333,False,80.25722092115535,1,7,5,5,0,5.049049999999999,-0.07147879304027491,2023-05-26,71.42857142857143,2023-05-05,3.2467532467532463,12
13,lingaoxian,hainansheng,2023-05-05,6.5437,0,0,"lingaoxian, hainansheng",2023-05-26,43.10234269285518,37.034122,2023-05-05,f1baa5c0-b521-43b3-8230-beee6a970da0,2023-05-26,6.988,0,0,-0.4443000000000001,4,0,2023-05-26,32.507015,40.38138221291939,2.7209604799357905,2023-05-05,3.0,0.3423133504965061,1.0,5,0.00808457711442786,1,0.3333333333333333,False,64.77929324240546,1,7,6,4,0,5.91275,-0.0751427000972475,2023-05-26,74.02597402597402,2023-05-05,3.896103896103896,13
14,baishalizuzizhixian,hainansheng,2023-05-05,6.104,0,0,"baishalizuzizhixian, hainansheng",2023-05-19,38.85867673587179,34.034073,2023-05-05,a20196e1-fc77-4b1b-8954-7340f761cda5,2023-05-19,6.5532,0,0,-0.4492000000000002,4,0,2023-05-19,32.448624,36.86398811589663,1.9946886199751575,2023-05-05,3.0,0.3423133504965061,1.0,5,0.00808457711442786,1,0.3333333333333333,False,377.0394484871697,0,7,2,2,0,5.59445,-0.08029386266746512,2023-05-19,11.03896103896104,2023-05-05,3.896103896103896,14
15,changjianglizuzizhixian,hainansheng,2023-05-05,6.7878,0,0,"changjianglizuzizhixian, hainansheng",2023-05-26,39.02397234253436,34.02207,2023-05-05,f0714275-f5c5-4ee8-85c6-58db5a97730d,2023-05-26,7.1186,0,0,-0.3308,4,0,2023-05-26,31.309385,37.06793310220353,1.9560392403308242,2023-05-05,4.0,0.5620632585509379,1.0,5,0.00808457711442786,1,0.25,True,270.93070308548306,1,7,4,2,0,5.5629,-0.05946538675870499,2023-05-26,90.25974025974025,2023-05-05,3.2467532467532463,15
16,panzhihuashi,sichuansheng,2023-05-05,5.881,0,0,"panzhihuashi, sichuansheng",2023-05-12,28.64404687362927,30.475336,2023-05-05,dc6bc926-6426-486b-9574-4fa3932d7a1f,2023-05-12,6.3727,0,0,-0.4916999999999998,4,0,2023-05-12,22.51121,21.79151413288526,6.85253274074401,2023-05-05,3.0,0.3423133504965061,2.0,5,0.003420398009950249,1,0.6666666666666666,False,1854.6695616211744,0,3,4,7,1,5.1144,-0.09614030971374937,2023-05-12,42.857142857142854,2023-05-05,17.532467532467532,16
17,liupanshuishi,guizhousheng,2023-05-05,5.8687,0,0,"liupanshuishi, guizhousheng",2023-05-19,30.2097531169987,31.93069,2023-05-05,c42dbac4-c76e-4c08-94b6-ac82f653ca83,2023-05-19,6.3052,0,0,-0.4365000000000005,4,0,2023-05-19,22.107996,22.3373420971617,7.872411019837003,2023-05-05,3.0,0.3423133504965061,3.0,5,0.0009328358208955224,1,1.0,False,1712.86992248062,0,1,6,2,1,5.80685,-0.07516984251358319,2023-05-19,96.75324675324676,2023-05-05,24.675324675324674,17
18,anshunshi,guizhousheng,2023-05-05,5.6197,0,0,"anshunshi, guizhousheng",2023-05-26,31.933032373309064,32.78964,2023-05-05,bc827b74-4630-4f19-b0f2-7669a9014f2c,2023-05-26,6.1983,0,0,-0.5785999999999998,4,0,2023-05-26,27.632957,28.897351782306384,3.0356805910026807,2023-05-05,3.0,0.3423133504965061,3.0,5,0.0009328358208955224,1,1.0,False,1205.1559157754011,0,1,6,3,0,5.821400000000001,-0.09939189885594525,2023-05-26,61.038961038961034,2023-05-05,37.66233766233766,18
19,qianxinanbuyizumiaozuzizhizhou,guizhousheng,2023-05-05,6.3371,0,0,"qianxinanbuyizumiaozuzizhizhou, guizhousheng",2023-05-19,35.41452157400066,37.24479,2023-05-05,104a9416-c709-4996-9b4a-96dd3db93236,2023-05-19,6.7118,0,0,-0.3746999999999998,4,0,2023-05-19,26.374569,27.50233224754827,7.912189326452388,2023-05-05,2.0,0.11134608311879367,2.0,5,0.003420398009950249,1,1.0,False,1157.1746281068097,0,1,4,3,0,6.6425,-0.05640948438088066,2023-05-19,96.75324675324676,2023-05-05,5.194805194805195,19
20,kunmingshi,yunnansheng,2023-05-05,6.2253,0,0,"kunmingshi, yunnansheng",2023-06-16,27.69132595182869,29.092972,2023-05-05,40727eba-2fdc-4448-8166-a4426611cc52,2023-06-16,6.7193,0,0,-0.4939999999999998,4,0,2023-06-16,23.761974,23.652355673082727,4.038970278745964,2023-05-05,6.0,0.8287054063994116,2.0,6,0.003420398009950249,1,0.3333333333333333,True,2097.502947027186,0,2,7,2,1,5.15485,-0.09583208046790882,2023-06-16,33.116883116883116,2023-05-05,12.987012987012985,20
21,qujingshi,yunnansheng,2023-05-05,6.3903,0,0,"qujingshi, yunnansheng",2023-05-19,29.070068095465167,30.87656,2023-05-05,108fb887-3790-4bb3-b3ef-ba8fd269fe99,2023-05-19,6.7827,0,0,-0.3924000000000003,4,0,2023-05-19,24.589592,24.338055310092752,4.732012785372415,2023-05-05,3.0,0.3423133504965061,2.0,5,0.003420398009950249,1,0.6666666666666666,False,2012.0759395686523,0,2,5,3,1,5.75645,-0.06816701265536924,2023-05-19,79.22077922077922,2023-05-05,9.090909090909092,21
22,yuxishi,yunnansheng,2023-05-05,5.6483,0,0,"yuxishi, yunnansheng",2023-05-19,28.896569167786552,30.081821,2023-05-05,49866567-bd7a-4df0-8187-a5e8291b1c37,2023-05-19,6.0321,0,0,-0.3837999999999999,4,0,2023-05-19,27.259262,26.914135142269338,1.9824340255172146,2023-05-05,4.0,0.5620632585509379,1.0,5,0.00808457711442786,1,0.25,True,1667.6468341182626,0,2,4,4,1,5.1593,-0.0743899366193088,2023-05-19,9.740259740259742,2023-05-05,8.441558441558442,22
23,honghehanizuyizuzizhizhou,yunnansheng,2023-05-05,5.7726,0,0,"honghehanizuyizuzizhizhou, yunnansheng",2023-05-19,30.25883545432828,30.998325,2023-05-05,3e168614-666f-43b2-9297-5effdc13faaf,2023-05-19,6.2607,0,0,-0.4881000000000002,4,0,2023-05-19,28.255732,28.1394781057512,2.1193573485770827,2023-05-05,4.0,0.5620632585509379,2.0,5,0.003420398009950249,1,0.5,True,1487.744582915065,0,2,4,3,0,5.2968,-0.09214997734481199,2023-05-19,9.090909090909092,2023-05-05,3.2467532467532463,23
24,wenshanzhuangzumiaozuzizhizhou,yunnansheng,2023-05-05,6.037,0,0,"wenshanzhuangzumiaozuzizhizhou, yunnansheng",2023-05-19,32.7284630493406,33.573208,2023-05-05,55635ea9-a003-443e-bab6-57a8fd056f6b,2023-05-19,6.706,0,0,-0.6690000000000005,4,0,2023-05-19,28.641062,29.272639195674603,3.4558238536659935,2023-05-05,3.0,0.3423133504965061,2.0,5,0.003420398009950249,1,0.6666666666666666,False,1362.1471952131635,0,2,3,2,0,6.5229,-0.10256174400956637,2023-05-19,40.909090909090914,2023-05-05,5.844155844155844,24
25,zhanjiangshi,guangdongsheng,2023-05-07,5.9711,0,0,"zhanjiangshi, guangdongsheng",2023-05-28,41.82427028128453,32.883038,2023-05-07,eafbf136-cf07-434a-ac0a-06f84d6710cf,2023-05-28,6.2039,0,0,-0.2328000000000001,6,1,2023-05-28,31.508736,37.7862187689667,4.038051512317828,2023-05-07,2.0,0.11134608311879367,2.0,5,0.013992537313432836,1,1.0,False,34.312949186735594,1,9,8,4,0,4.7482500000000005,-0.04902858948033487,2023-05-28,26.623376623376622,2023-05-07,75.32467532467533,25
26,haikoushi,hainansheng,2023-05-07,6.2863,0,0,"haikoushi, hainansheng",2023-05-28,45.19642201176399,35.72205,2023-05-07,1774a2b4-640f-4510-8cf6-37a506e9cb64,2023-05-28,6.6221,0,0,-0.3357999999999999,6,1,2023-05-28,31.535564,37.35207508228447,7.844346929479521,2023-05-07,2.0,0.11134608311879367,2.0,5,0.013992537313432836,1,1.0,False,40.84551674468851,1,7,10,1,0,5.03555,-0.06668586351044074,2023-05-28,23.376623376623375,2023-05-07,51.298701298701296,26
27,sanyashi,hainansheng,2023-05-07,6.5318,0,0,"sanyashi, hainansheng",2023-05-14,40.52555101182729,33.01198,2023-05-07,3f4b83b5-73f3-47c6-9b33-ea258a87c85d,2023-05-14,6.9171,0,0,-0.3853,6,1,2023-05-14,29.473871,33.818291219075554,6.707259792751735,2023-05-07,3.0,0.3423133504965061,2.0,5,0.013992537313432836,1,0.6666666666666666,False,188.1429794520548,1,7,8,1,0,6.2334499999999995,-0.06181167732154746,2023-05-14,33.116883116883116,2023-05-07,3.896103896103896,27
28,danzhoushi,hainansheng,2023-05-07,5.8376,0,0,"danzhoushi, hainansheng",2023-05-28,44.67224017714424,37.036415,2023-05-07,342a4d54-2303-4eb0-bbfa-0abe919969b8,2023-05-28,6.0415,0,0,-0.2038999999999999,6,1,2023-05-28,31.961422,37.7847864828136,6.887453694330638,2023-05-07,3.0,0.3423133504965061,3.0,5,0.00808457711442786,1,1.0,False,104.75868820362211,1,7,6,2,0,5.27625,-0.03864487088367683,2023-05-28,26.623376623376622,2023-05-07,45.45454545454545,28
29,wuzhishanshi,hainansheng,2023-05-07,4.6229,0,0,"wuzhishanshi, hainansheng",2023-05-28,38.85059802852879,33.09114,2023-05-07,2b6e0ef6-aca7-4e30-909f-491f5f8c9fd3,2023-05-28,4.9017,0,0,-0.2788000000000004,6,1,2023-05-28,29.076319,32.3404147053323,6.510183323196493,2023-05-07,3.0,0.3423133504965061,2.0,5,0.013992537313432836,1,0.6666666666666666,False,617.3255484784147,0,7,3,2,0,4.1424,-0.06730397837002712,2023-05-28,32.467532467532465,2023-05-07,22.727272727272727,29
30,dongfangshi,hainansheng,2023-05-07,6.738,0,0,"dongfangshi, hainansheng",2023-05-28,42.79895138838658,35.665604,2023-05-07,7de68151-bd33-45aa-b9f3-5fd1c5eb53a9,2023-05-28,6.7725,0,0,-0.0344999999999995,6,1,2023-05-28,31.08388,37.27277057161061,5.52618081677597,2023-05-07,4.0,0.5620632585509379,3.0,5,0.00808457711442786,1,0.75,True,158.94325481798714,1,7,5,2,0,5.9678,-0.005781024833271809,2023-05-28,62.98701298701299,2023-05-07,4.545454545454546,30
31,dinganxian,hainansheng,2023-05-07,6.3184,0,0,"dinganxian, hainansheng",2023-05-28,45.43653507425331,36.479855,2023-05-07,d6c4c08f-47a7-495f-835d-86117d8af504,2023-05-28,6.8462,0,0,-0.5278,6,1,2023-05-28,31.667664,37.15034427064841,8.286190803604896,2023-05-07,2.0,0.11134608311879367,2.0,5,0.013992537313432836,1,1.0,False,96.41824324324324,0,7,6,6,0,5.0463000000000005,-0.10459148286863643,2023-05-28,26.623376623376622,2023-05-07,33.76623376623377,31
32,tunchangxian,hainansheng,2023-05-07,5.7871,0,0,"tunchangxian, hainansheng",2023-05-28,44.51523501463615,36.811966,2023-05-07,d0364fff-b529-4ee2-92b2-87dad733aeb6,2023-05-28,6.0337,0,0,-0.2465999999999999,6,1,2023-05-28,31.274359,36.17579874366224,8.339436270973906,2023-05-07,2.0,0.11134608311879367,2.0,5,0.013992537313432836,1,1.0,False,159.04365079365078,0,7,5,4,0,4.7942,-0.05143715322681572,2023-05-28,25.324675324675322,2023-05-07,51.298701298701296,32
33,chengmaixian,hainansheng,2023-05-07,6.2474,0,0,"chengmaixian, hainansheng",2023-05-28,45.48223212913235,37.47909,2023-05-07,b0475e8d-3140-416f-8903-6734275cb3b6,2023-05-28,6.5343,0,0,-0.2869000000000001,6,1,2023-05-28,32.03645,37.44175804985898,8.040474079273366,2023-05-07,3.0,0.3423133504965061,3.0,5,0.00808457711442786,1,1.0,False,80.25722092115535,1,7,5,5,0,4.8131,-0.059608152749787056,2023-05-28,20.12987012987013,2023-05-07,53.896103896103895,33
34,lingaoxian,hainansheng,2023-05-07,6.4279,0,0,"lingaoxian, hainansheng",2023-05-28,45.27735865973183,36.912533,2023-05-07,f1baa5c0-b521-43b3-8230-beee6a970da0,2023-05-28,7.0061,0,0,-0.5781999999999998,6,1,2023-05-28,32.09169,37.91381611543547,7.363542544296358,2023-05-07,3.0,0.3423133504965061,3.0,5,0.00808457711442786,1,1.0,False,64.77929324240546,1,7,6,4,0,5.5959,-0.10332564913597451,2023-05-28,22.07792207792208,2023-05-07,48.05194805194805,34
35,baishalizuzizhixian,hainansheng,2023-05-07,6.0097,0,0,"baishalizuzizhixian, hainansheng",2023-05-28,41.92831563014614,35.556282,2023-05-07,a20196e1-fc77-4b1b-8954-7340f761cda5,2023-05-28,6.1854,0,0,-0.1756999999999999,6,1,2023-05-28,30.407227,35.27058794607528,6.657727684070856,2023-05-07,3.0,0.3423133504965061,3.0,5,0.00808457711442786,1,1.0,False,377.0394484871697,0,7,2,2,0,4.8802,-0.036002622843326074,2023-05-28,33.116883116883116,2023-05-07,37.66233766233766,35
36,changjianglizuzizhixian,hainansheng,2023-05-07,6.457,0,0,"changjianglizuzizhixian, hainansheng",2023-05-28,42.400100613817784,35.925426,2023-05-07,f0714275-f5c5-4ee8-85c6-58db5a97730d,2023-05-28,6.6269,0,0,-0.1699000000000001,6,1,2023-05-28,30.844898,36.612012572739886,5.7880880410778985,2023-05-07,4.0,0.5620632585509379,3.0,5,0.00808457711442786,1,0.75,True,270.93070308548306,1,7,4,2,0,5.0417000000000005,-0.03369895075073886,2023-05-28,51.298701298701296,2023-05-07,16.233766233766232,36
37,ledonglizuzizhixian,hainansheng,2023-05-07,7.3565,0,0,"ledonglizuzizhixian, hainansheng",2023-05-28,40.4880523681641,33.526108,2023-05-07,80664669-af53-448e-8231-b82412e4d1b8,2023-05-28,7.294,0,0,0.0625,6,1,2023-05-28,30.390574,34.917799813406845,5.5702525547572534,2023-05-07,3.0,0.3423133504965061,2.0,5,0.013992537313432836,1,0.6666666666666666,False,288.1294014084507,1,7,4,3,0,5.56145,0.011238076400938605,2023-05-28,47.4025974025974,2023-05-07,8.441558441558442,37
38,baotinglizumiaozuzizhixian,hainansheng,2023-05-07,5.8941,0,0,"baotinglizumiaozuzizhixian, hainansheng",2023-05-14,39.73103818837666,32.9021,2023-05-07,a4cc06ba-7c8a-447e-aa70-9572e917c178,2023-05-14,6.3922,0,0,-0.4981,6,1,2023-05-14,29.330734,33.30504144144341,6.425996746933251,2023-05-07,2.0,0.11134608311879367,2.0,5,0.013992537313432836,1,1.0,False,314.91472868217056,0,7,4,3,0,5.097849999999999,-0.09770785723393197,2023-05-14,70.77922077922078,2023-05-07,9.090909090909092,38
39,qiongzhonglizumiaozuzizhixian,hainansheng,2023-05-07,5.7975,0,0,"qiongzhonglizumiaozuzizhixian, hainansheng",2023-05-28,41.011536864407375,34.202393,2023-05-07,8929b1d4-7904-4587-8086-16a9823a1f08,2023-05-28,6.089,0,0,-0.2915000000000001,6,1,2023-05-28,29.6403,33.50357262422725,7.507964240180122,2023-05-07,2.0,0.11134608311879367,2.0,5,0.013992537313432836,1,1.0,False,386.9113507038035,0,7,2,3,0,4.27075,-0.06825499034127498,2023-05-28,35.714285714285715,2023-05-07,51.94805194805194,39
40,kunmingshi,yunnansheng,2023-05-07,5.7834,0,0,"kunmingshi, yunnansheng",2023-06-11,27.56466540190174,29.24194,2023-05-07,40727eba-2fdc-4448-8166-a4426611cc52,2023-06-11,5.9247,0,0,-0.1412999999999993,6,1,2023-06-11,22.797462,22.358176059946924,5.206489341954814,2023-05-07,6.0,0.8287054063994116,4.0,6,0.003420398009950249,1,0.6666666666666666,True,2097.502947027186,0,2,7,2,1,4.411,-0.03203355248243013,2023-06-11,27.92207792207792,2023-05-07,16.233766233766232,40
41,yuxishi,yunnansheng,2023-05-07,5.7284,0,0,"yuxishi, yunnansheng",2023-06-11,29.74108891706437,31.581512,2023-05-07,49866567-bd7a-4df0-8187-a5e8291b1c37,2023-06-11,5.9539,0,0,-0.2255000000000002,6,1,2023-06-11,26.27314,26.219813094179894,3.5212758228844763,2023-05-07,4.0,0.5620632585509379,3.0,6,0.00808457711442786,1,0.75,True,1667.6468341182626,0,2,4,4,1,4.6831,-0.04815186521748419,2023-06-11,40.25974025974026,2023-05-07,3.896103896103896,41
42,puershi,yunnansheng,2023-05-07,6.2578,0,0,"puershi, yunnansheng",2023-05-21,30.8216163218583,32.335606,2023-05-07,30605e96-c091-41e8-ad91-f12fe3a64e04,2023-05-21,6.537,0,0,-0.2792000000000003,6,1,2023-05-21,29.501692,28.509628058826895,2.311988263031406,2023-05-07,2.0,0.11134608311879367,1.0,5,0.018656716417910446,1,0.5,False,1430.1361889853422,0,2,2,3,0,5.03695,-0.05543036956888599,2023-05-21,0.974025974025974,2023-05-07,3.2467532467532463,42
43,lincangshi,yunnansheng,2023-05-07,5.8825,0,0,"lincangshi, yunnansheng",2023-05-21,28.574991044071023,30.01027,2023-05-07,f39f30f4-2be3-407b-9067-1849886bd1a2,2023-05-21,5.9215,0,0,-0.0389999999999997,6,1,2023-05-21,27.092712,26.593548787964753,1.98144225610627,2023-05-07,3.0,0.3423133504965061,1.0,5,0.018656716417910446,1,0.3333333333333333,False,1630.9015873015874,0,2,3,3,1,4.66965,-0.008351803668369085,2023-05-21,1.948051948051948,2023-05-07,3.896103896103896,43
44,chuxiongyizuzizhizhou,yunnansheng,2023-05-07,6.3428,0,0,"chuxiongyizuzizhizhou, yunnansheng",2023-06-18,28.85480457967899,30.847528,2023-05-07,f204f588-bbdb-48d9-8c84-5f65f87d8605,2023-06-18,6.911,0,0,-0.5681999999999992,6,1,2023-06-18,26.405628,26.50279298203263,2.35201159764636,2023-05-07,3.0,0.3423133504965061,1.0,6,0.018656716417910446,1,0.3333333333333333,False,1928.123602230989,0,2,3,5,1,4.72805,-0.12017639407366656,2023-06-18,27.92207792207792,2023-05-07,3.2467532467532463,44
45,honghehanizuyizuzizhizhou,yunnansheng,2023-05-07,5.9929,0,0,"honghehanizuyizuzizhizhou, yunnansheng",2023-06-04,31.029084413200422,32.080494,2023-05-07,3e168614-666f-43b2-9297-5effdc13faaf,2023-06-04,6.1217,0,0,-0.1288,6,1,2023-06-04,27.814934,28.433580987892597,2.5955034253078253,2023-05-07,4.0,0.5620632585509379,4.0,6,0.003420398009950249,1,1.0,True,1487.744582915065,0,2,4,3,0,4.8246,-0.026696513700617666,2023-06-04,57.7922077922078,2023-05-07,11.03896103896104,45
46,xishuangbannadaizuzizhizhou,yunnansheng,2023-05-07,6.114,0,0,"xishuangbannadaizuzizhizhou, yunnansheng",2023-05-21,34.1277886849863,34.633358,2023-05-07,c7a61759-a5d3-4894-86e3-40f3292f51c8,2023-05-21,6.4827,0,0,-0.3687000000000004,6,1,2023-05-21,32.523666,31.358278748850378,2.769509936135922,2023-05-07,3.0,0.3423133504965061,2.0,5,0.013992537313432836,1,0.6666666666666666,False,1097.4386953979788,0,2,2,2,0,4.697749999999999,-0.07848438082060571,2023-05-21,0.6493506493506493,2023-05-07,11.688311688311687,46
47,dalibaizuzizhizhou,yunnansheng,2023-05-07,5.9167,0,0,"dalibaizuzizhizhou, yunnansheng",2023-05-21,25.40842750421835,26.694872,2023-05-07,5690cfd3-c630-46cb-b281-6a1c994c7712,2023-05-21,5.9619,0,0,-0.0452000000000003,6,1,2023-05-21,24.740509,23.894357626934035,1.5140698772843137,2023-05-07,3.0,0.3423133504965061,1.0,5,0.018656716417910446,1,0.3333333333333333,False,2242.925095471904,0,2,3,4,1,4.30125,-0.010508573089218322,2023-05-21,3.2467532467532463,2023-05-07,0.6493506493506493,47
48,dehongdaizujingpozuzizhizhou,yunnansheng,2023-05-07,4.6594,0,0,"dehongdaizujingpozuzizhizhou, yunnansheng",2023-05-21,28.085361892192847,29.145418,2023-05-07,f5ef99ba-711f-4d3e-ac5e-57d186b91f29,2023-05-21,4.738,0,0,-0.0786000000000006,6,1,2023-05-21,26.164036,25.94398251028444,2.1413793819084077,2023-05-07,3.0,0.3423133504965061,1.0,5,0.018656716417910446,1,0.3333333333333333,False,1415.6300719323974,0,2,3,2,0,3.84235,-0.020456231212669485,2023-05-21,7.792207792207792,2023-05-07,2.5974025974025974,48
